	date	county	state	GeoArea_FIPS	cases	deaths
29945	2020-04-03	Granville	North Carolina	37077	22	0
29946	2020-04-03	Greene	North Carolina	37079	5	0
29947	2020-04-03	Guilford	North Carolina	37081	79	3
29948	2020-04-03	Halifax	North Carolina	37083	7	0
29949	2020-04-03	Harnett	North Carolina	37085	19	1
29950	2020-04-03	Haywood	North Carolina	37087	1	0
29951	2020-04-03	Henderson	North Carolina	37089	22	1
29952	2020-04-03	Hertford	North Carolina	37091	4	0
29953	2020-04-03	Hoke	North Carolina	37093	9	0
29954	2020-04-03	Iredell	North Carolina	37097	36	0
29955	2020-04-03	Johnston	North Carolina	37101	24	1
29956	2020-04-03	Lee	North Carolina	37105	3	0
29957	2020-04-03	Lenoir	North Carolina	37107	5	0
29958	2020-04-03	Lincoln	North Carolina	37109	9	0
29959	2020-04-03	Macon	North Carolina	37113	1	0
29960	2020-04-03	Martin	North Carolina	37117	3	0
29961	2020-04-03	McDowell	North Carolina	37111	8	0
29962	2020-04-03	Mecklenburg	North Carolina	37119	564	2
29963	2020-04-03	Mitchell	North Carolina	37121	1	0
29964	2020-04-03	Montgomery	North Carolina	37123	8	1
29965	2020-04-03	Moore	North Carolina	37125	8	0
29966	2020-04-03	Nash	North Carolina	37127	14	0
29967	2020-04-03	New Hanover	North Carolina	37129	36	0
29968	2020-04-03	Northampton	North Carolina	37131	33	0
29969	2020-04-03	Onslow	North Carolina	37133	9	1
29970	2020-04-03	Orange	North Carolina	37135	44	0
29971	2020-04-03	Pamlico	North Carolina	37137	2	0
29972	2020-04-03	Pasquotank	North Carolina	37139	7	0
29973	2020-04-03	Perquimans	North Carolina	37143	1	0
29974	2020-04-03	Person	North Carolina	37145	2	0
29975	2020-04-03	Pitt	North Carolina	37147	31	0
29976	2020-04-03	Polk	North Carolina	37149	6	0
29977	2020-04-03	Randolph	North Carolina	37151	19	1
29978	2020-04-03	Robeson	North Carolina	37155	3	0
29979	2020-04-03	Rockingham	North Carolina	37157	3	1
29980	2020-04-03	Rowan	North Carolina	37159	36	1
29981	2020-04-03	Rutherford	North Carolina	37161	10	0
29982	2020-04-03	Sampson	North Carolina	37163	1	0
29983	2020-04-03	Scotland	North Carolina	37165	2	0
29984	2020-04-03	Stanly	North Carolina	37167	7	0
29985	2020-04-03	Stokes	North Carolina	37169	3	0
29986	2020-04-03	Surry	North Carolina	37171	2	0
29987	2020-04-03	Transylvania	North Carolina	37175	5	0
29988	2020-04-03	Union	North Carolina	37179	60	0
29989	2020-04-03	Vance	North Carolina	37181	6	0
29990	2020-04-03	Wake	North Carolina	37183	258	0
29991	2020-04-03	Washington	North Carolina	37187	2	0
29992	2020-04-03	Watauga	North Carolina	37189	7	0
29993	2020-04-03	Wayne	North Carolina	37191	9	0
29994	2020-04-03	Wilkes	North Carolina	37193	4	1
29995	2020-04-03	Wilson	North Carolina	37195	20	0
29996	2020-04-03	Yadkin	North Carolina	37197	5	0
32299	2020-04-04	Alamance	North Carolina	37001	16	0
32300	2020-04-04	Alexander	North Carolina	37003	2	0
32301	2020-04-04	Alleghany	North Carolina	37005	2	0
32302	2020-04-04	Anson	North Carolina	37007	3	0
32303	2020-04-04	Ashe	North Carolina	37009	1	0
32304	2020-04-04	Beaufort	North Carolina	37013	8	0
32305	2020-04-04	Bertie	North Carolina	37015	7	1
32306	2020-04-04	Bladen	North Carolina	37017	1	0
32307	2020-04-04	Brunswick	North Carolina	37019	23	1
32308	2020-04-04	Buncombe	North Carolina	37021	27	1
32309	2020-04-04	Burke	North Carolina	37023	13	0
32310	2020-04-04	Cabarrus	North Carolina	37025	65	1
32311	2020-04-04	Caldwell	North Carolina	37027	5	0
32312	2020-04-04	Carteret	North Carolina	37031	15	0
32313	2020-04-04	Caswell	North Carolina	37033	1	0
32314	2020-04-04	Catawba	North Carolina	37035	16	1
32315	2020-04-04	Chatham	North Carolina	37037	21	0
32316	2020-04-04	Cherokee	North Carolina	37039	8	1
32317	2020-04-04	Chowan	North Carolina	37041	1	0
32318	2020-04-04	Clay	North Carolina	37043	3	0
32319	2020-04-04	Cleveland	North Carolina	37045	15	0
32320	2020-04-04	Columbus	North Carolina	37047	4	0
32321	2020-04-04	Craven	North Carolina	37049	13	0
32322	2020-04-04	Cumberland	North Carolina	37051	42	0
32323	2020-04-04	Currituck	North Carolina	37053	2	0
32324	2020-04-04	Dare	North Carolina	37055	1	0
32325	2020-04-04	Davidson	North Carolina	37057	53	0
32326	2020-04-04	Davie	North Carolina	37059	14	2
32327	2020-04-04	Duplin	North Carolina	37061	4	0
32328	2020-04-04	Durham	North Carolina	37063	181	0
32329	2020-04-04	Edgecombe	North Carolina	37065	5	0
32330	2020-04-04	Forsyth	North Carolina	37067	82	1
32331	2020-04-04	Franklin	North Carolina	37069	14	0
32332	2020-04-04	Gaston	North Carolina	37071	42	1
32333	2020-04-04	Gates	North Carolina	37073	1	0
32334	2020-04-04	Granville	North Carolina	37077	24	0
32335	2020-04-04	Greene	North Carolina	37079	6	0
32336	2020-04-04	Guilford	North Carolina	37081	94	4
32337	2020-04-04	Halifax	North Carolina	37083	10	0
32338	2020-04-04	Harnett	North Carolina	37085	23	2
32339	2020-04-04	Haywood	North Carolina	37087	2	0
32340	2020-04-04	Henderson	North Carolina	37089	25	1
32341	2020-04-04	Hertford	North Carolina	37091	4	0
32342	2020-04-04	Hoke	North Carolina	37093	10	0
32343	2020-04-04	Iredell	North Carolina	37097	42	0
32344	2020-04-04	Johnston	North Carolina	37101	26	2
32345	2020-04-04	Lee	North Carolina	37105	3	0
32346	2020-04-04	Lenoir	North Carolina	37107	6	0
32347	2020-04-04	Lincoln	North Carolina	37109	9	0
32348	2020-04-04	Macon	North Carolina	37113	1	0
32349	2020-04-04	Martin	North Carolina	37117	3	0
32350	2020-04-04	McDowell	North Carolina	37111	8	0
32351	2020-04-04	Mecklenburg	North Carolina	37119	635	4
32352	2020-04-04	Mitchell	North Carolina	37121	1	0
32353	2020-04-04	Montgomery	North Carolina	37123	9	1
32354	2020-04-04	Moore	North Carolina	37125	9	0
32355	2020-04-04	Nash	North Carolina	37127	18	0
32356	2020-04-04	New Hanover	North Carolina	37129	37	0
32357	2020-04-04	Northampton	North Carolina	37131	36	0
32358	2020-04-04	Onslow	North Carolina	37133	13	1
32359	2020-04-04	Orange	North Carolina	37135	52	0
32360	2020-04-04	Pamlico	North Carolina	37137	3	0
32361	2020-04-04	Pasquotank	North Carolina	37139	8	0
32362	2020-04-04	Perquimans	North Carolina	37143	1	0
32363	2020-04-04	Person	North Carolina	37145	3	0
32364	2020-04-04	Pitt	North Carolina	37147	35	0
32365	2020-04-04	Polk	North Carolina	37149	6	0
32366	2020-04-04	Randolph	North Carolina	37151	26	1
32367	2020-04-04	Robeson	North Carolina	37155	3	0
32368	2020-04-04	Rockingham	North Carolina	37157	5	1
32369	2020-04-04	Rowan	North Carolina	37159	44	1
32370	2020-04-04	Rutherford	North Carolina	37161	12	0
32371	2020-04-04	Sampson	North Carolina	37163	2	0
32372	2020-04-04	Scotland	North Carolina	37165	2	0
32373	2020-04-04	Stanly	North Carolina	37167	7	0
32374	2020-04-04	Stokes	North Carolina	37169	5	0
32375	2020-04-04	Surry	North Carolina	37171	3	0
32376	2020-04-04	Transylvania	North Carolina	37175	5	0
32377	2020-04-04	Union	North Carolina	37179	67	0
32378	2020-04-04	Vance	North Carolina	37181	10	0
32379	2020-04-04	Wake	North Carolina	37183	283	0
32380	2020-04-04	Warren	North Carolina	37185	1	0
32381	2020-04-04	Washington	North Carolina	37187	3	0
32382	2020-04-04	Watauga	North Carolina	37189	7	0
32383	2020-04-04	Wayne	North Carolina	37191	11	0
32384	2020-04-04	Wilkes	North Carolina	37193	4	1
32385	2020-04-04	Wilson	North Carolina	37195	23	1
32386	2020-04-04	Yadkin	North Carolina	37197	6	0
34732	2020-04-05	Alamance	North Carolina	37001	18	0
34733	2020-04-05	Alexander	North Carolina	37003	2	0
34734	2020-04-05	Alleghany	North Carolina	37005	2	0
34735	2020-04-05	Anson	North Carolina	37007	5	0
34736	2020-04-05	Ashe	North Carolina	37009	1	0
34737	2020-04-05	Beaufort	North Carolina	37013	8	0
34738	2020-04-05	Bertie	North Carolina	37015	7	1
34739	2020-04-05	Bladen	North Carolina	37017	1	0
34740	2020-04-05	Brunswick	North Carolina	37019	24	1
34741	2020-04-05	Buncombe	North Carolina	37021	28	1
34742	2020-04-05	Burke	North Carolina	37023	15	1
34743	2020-04-05	Cabarrus	North Carolina	37025	67	1
34744	2020-04-05	Caldwell	North Carolina	37027	6	0
34745	2020-04-05	Carteret	North Carolina	37031	15	0
34746	2020-04-05	Caswell	North Carolina	37033	2	0
34747	2020-04-05	Catawba	North Carolina	37035	22	1
34748	2020-04-05	Chatham	North Carolina	37037	21	0
34749	2020-04-05	Cherokee	North Carolina	37039	8	1
34750	2020-04-05	Chowan	North Carolina	37041	1	0
34751	2020-04-05	Clay	North Carolina	37043	3	0
34752	2020-04-05	Cleveland	North Carolina	37045	15	0
34753	2020-04-05	Columbus	North Carolina	37047	5	0
34754	2020-04-05	Craven	North Carolina	37049	15	0
34755	2020-04-05	Cumberland	North Carolina	37051	42	0
34756	2020-04-05	Currituck	North Carolina	37053	2	0
34757	2020-04-05	Dare	North Carolina	37055	1	0
34758	2020-04-05	Davidson	North Carolina	37057	57	0
34759	2020-04-05	Davie	North Carolina	37059	16	2
34760	2020-04-05	Duplin	North Carolina	37061	4	0
34761	2020-04-05	Durham	North Carolina	37063	186	1
34762	2020-04-05	Edgecombe	North Carolina	37065	5	0
34763	2020-04-05	Forsyth	North Carolina	37067	86	2
34764	2020-04-05	Franklin	North Carolina	37069	14	0
34765	2020-04-05	Gaston	North Carolina	37071	45	1
34766	2020-04-05	Gates	North Carolina	37073	1	0
34767	2020-04-05	Granville	North Carolina	37077	37	0
34768	2020-04-05	Greene	North Carolina	37079	6	0
34769	2020-04-05	Guilford	North Carolina	37081	96	4
34770	2020-04-05	Halifax	North Carolina	37083	10	0
34771	2020-04-05	Harnett	North Carolina	37085	25	2
34772	2020-04-05	Haywood	North Carolina	37087	2	0
34773	2020-04-05	Henderson	North Carolina	37089	50	1
34774	2020-04-05	Hertford	North Carolina	37091	4	1
34775	2020-04-05	Hoke	North Carolina	37093	10	0
34776	2020-04-05	Iredell	North Carolina	37097	44	0
34777	2020-04-05	Johnston	North Carolina	37101	32	3
34778	2020-04-05	Lee	North Carolina	37105	3	0
34779	2020-04-05	Lenoir	North Carolina	37107	7	0
34780	2020-04-05	Lincoln	North Carolina	37109	9	0
34781	2020-04-05	Macon	North Carolina	37113	1	0
34782	2020-04-05	Martin	North Carolina	37117	3	0
34783	2020-04-05	McDowell	North Carolina	37111	9	0
34784	2020-04-05	Mecklenburg	North Carolina	37119	664	6
34785	2020-04-05	Mitchell	North Carolina	37121	1	0
34786	2020-04-05	Montgomery	North Carolina	37123	9	1
34787	2020-04-05	Moore	North Carolina	37125	9	0
34788	2020-04-05	Nash	North Carolina	37127	21	0
34789	2020-04-05	New Hanover	North Carolina	37129	37	0
34790	2020-04-05	Northampton	North Carolina	37131	42	0
34791	2020-04-05	Onslow	North Carolina	37133	16	1
34792	2020-04-05	Orange	North Carolina	37135	52	0
34793	2020-04-05	Pamlico	North Carolina	37137	3	0
34794	2020-04-05	Pasquotank	North Carolina	37139	8	0
34795	2020-04-05	Pender	North Carolina	37141	1	0
34796	2020-04-05	Perquimans	North Carolina	37143	2	0
34797	2020-04-05	Person	North Carolina	37145	4	0
34798	2020-04-05	Pitt	North Carolina	37147	36	0
34799	2020-04-05	Polk	North Carolina	37149	6	0
34800	2020-04-05	Randolph	North Carolina	37151	29	1
34801	2020-04-05	Robeson	North Carolina	37155	5	0
34802	2020-04-05	Rockingham	North Carolina	37157	6	1
34803	2020-04-05	Rowan	North Carolina	37159	45	1
34804	2020-04-05	Rutherford	North Carolina	37161	14	0
34805	2020-04-05	Sampson	North Carolina	37163	2	0
34806	2020-04-05	Scotland	North Carolina	37165	2	0
34807	2020-04-05	Stanly	North Carolina	37167	7	0
34808	2020-04-05	Stokes	North Carolina	37169	6	0
34809	2020-04-05	Surry	North Carolina	37171	3	0
34810	2020-04-05	Transylvania	North Carolina	37175	5	0
34811	2020-04-05	Union	North Carolina	37179	67	0
34812	2020-04-05	Vance	North Carolina	37181	12	0
34813	2020-04-05	Wake	North Carolina	37183	304	0
34814	2020-04-05	Warren	North Carolina	37185	2	0
34815	2020-04-05	Washington	North Carolina	37187	4	0
34816	2020-04-05	Watauga	North Carolina	37189	7	0
34817	2020-04-05	Wayne	North Carolina	37191	15	0
34818	2020-04-05	Wilkes	North Carolina	37193	4	1
34819	2020-04-05	Wilson	North Carolina	37195	28	1
34820	2020-04-05	Yadkin	North Carolina	37197	9	0
37205	2020-04-06	Alamance	North Carolina	37001	18	0
37206	2020-04-06	Alexander	North Carolina	37003	2	0
37207	2020-04-06	Alleghany	North Carolina	37005	2	0
37208	2020-04-06	Anson	North Carolina	37007	5	0
37209	2020-04-06	Ashe	North Carolina	37009	1	0
37210	2020-04-06	Beaufort	North Carolina	37013	8	0
37211	2020-04-06	Bertie	North Carolina	37015	7	1
37212	2020-04-06	Bladen	North Carolina	37017	1	0
37213	2020-04-06	Brunswick	North Carolina	37019	26	1
37214	2020-04-06	Buncombe	North Carolina	37021	31	1
37215	2020-04-06	Burke	North Carolina	37023	25	1
37216	2020-04-06	Cabarrus	North Carolina	37025	76	2
37217	2020-04-06	Caldwell	North Carolina	37027	9	0
37218	2020-04-06	Carteret	North Carolina	37031	17	0
37219	2020-04-06	Caswell	North Carolina	37033	2	0
37220	2020-04-06	Catawba	North Carolina	37035	25	1
37221	2020-04-06	Chatham	North Carolina	37037	21	0
37222	2020-04-06	Cherokee	North Carolina	37039	8	1
37223	2020-04-06	Chowan	North Carolina	37041	1	0
37224	2020-04-06	Clay	North Carolina	37043	3	0
37225	2020-04-06	Cleveland	North Carolina	37045	18	0
37226	2020-04-06	Columbus	North Carolina	37047	12	1
37227	2020-04-06	Craven	North Carolina	37049	17	0
37228	2020-04-06	Cumberland	North Carolina	37051	45	0
37229	2020-04-06	Currituck	North Carolina	37053	2	0
37230	2020-04-06	Dare	North Carolina	37055	3	0
37231	2020-04-06	Davidson	North Carolina	37057	63	0
37232	2020-04-06	Davie	North Carolina	37059	17	2
37233	2020-04-06	Duplin	North Carolina	37061	4	0
37234	2020-04-06	Durham	North Carolina	37063	191	1
37235	2020-04-06	Edgecombe	North Carolina	37065	5	0
37236	2020-04-06	Forsyth	North Carolina	37067	94	2
37237	2020-04-06	Franklin	North Carolina	37069	15	0
37238	2020-04-06	Gaston	North Carolina	37071	46	2
37239	2020-04-06	Gates	North Carolina	37073	1	0
37240	2020-04-06	Granville	North Carolina	37077	70	0
37241	2020-04-06	Greene	North Carolina	37079	8	0
37242	2020-04-06	Guilford	North Carolina	37081	104	4
37243	2020-04-06	Halifax	North Carolina	37083	10	0
37244	2020-04-06	Harnett	North Carolina	37085	31	2
37245	2020-04-06	Haywood	North Carolina	37087	3	0
37246	2020-04-06	Henderson	North Carolina	37089	51	1
37247	2020-04-06	Hertford	North Carolina	37091	4	1
37248	2020-04-06	Hoke	North Carolina	37093	11	0
37249	2020-04-06	Iredell	North Carolina	37097	49	0
37250	2020-04-06	Johnston	North Carolina	37101	37	3
37251	2020-04-06	Lee	North Carolina	37105	3	0
37252	2020-04-06	Lenoir	North Carolina	37107	8	0
37253	2020-04-06	Lincoln	North Carolina	37109	9	0
37254	2020-04-06	Macon	North Carolina	37113	1	0
37255	2020-04-06	Martin	North Carolina	37117	3	0
37256	2020-04-06	McDowell	North Carolina	37111	10	0
37257	2020-04-06	Mecklenburg	North Carolina	37119	733	7
37258	2020-04-06	Mitchell	North Carolina	37121	1	0
37259	2020-04-06	Montgomery	North Carolina	37123	9	1
37260	2020-04-06	Moore	North Carolina	37125	10	0
37261	2020-04-06	Nash	North Carolina	37127	21	0
37262	2020-04-06	New Hanover	North Carolina	37129	45	0
37263	2020-04-06	Northampton	North Carolina	37131	46	0
37264	2020-04-06	Onslow	North Carolina	37133	18	1
37265	2020-04-06	Orange	North Carolina	37135	67	0
37266	2020-04-06	Pamlico	North Carolina	37137	3	0
37267	2020-04-06	Pasquotank	North Carolina	37139	8	0
37268	2020-04-06	Pender	North Carolina	37141	2	0
37269	2020-04-06	Perquimans	North Carolina	37143	2	0
37270	2020-04-06	Person	North Carolina	37145	6	0
37271	2020-04-06	Pitt	North Carolina	37147	36	0
37272	2020-04-06	Polk	North Carolina	37149	8	0
37273	2020-04-06	Randolph	North Carolina	37151	33	1
37274	2020-04-06	Robeson	North Carolina	37155	5	0
37275	2020-04-06	Rockingham	North Carolina	37157	6	1
37276	2020-04-06	Rowan	North Carolina	37159	51	1
37277	2020-04-06	Rutherford	North Carolina	37161	17	0
37278	2020-04-06	Sampson	North Carolina	37163	3	0
37279	2020-04-06	Scotland	North Carolina	37165	2	0
37280	2020-04-06	Stanly	North Carolina	37167	8	0
37281	2020-04-06	Stokes	North Carolina	37169	8	0
37282	2020-04-06	Surry	North Carolina	37171	3	0
37283	2020-04-06	Transylvania	North Carolina	37175	5	0
37284	2020-04-06	Union	North Carolina	37179	75	0
37285	2020-04-06	Vance	North Carolina	37181	12	0
37286	2020-04-06	Wake	North Carolina	37183	314	0
37287	2020-04-06	Warren	North Carolina	37185	2	0
37288	2020-04-06	Washington	North Carolina	37187	6	0
37289	2020-04-06	Watauga	North Carolina	37189	7	0
37290	2020-04-06	Wayne	North Carolina	37191	23	0
37291	2020-04-06	Wilkes	North Carolina	37193	4	1
37292	2020-04-06	Wilson	North Carolina	37195	29	2
37293	2020-04-06	Yadkin	North Carolina	37197	9	0
39718	2020-04-07	Alamance	North Carolina	37001	24	0
39719	2020-04-07	Alexander	North Carolina	37003	2	0
39720	2020-04-07	Alleghany	North Carolina	37005	2	0
39721	2020-04-07	Anson	North Carolina	37007	6	0
39722	2020-04-07	Ashe	North Carolina	37009	2	0
39723	2020-04-07	Beaufort	North Carolina	37013	9	0
39724	2020-04-07	Bertie	North Carolina	37015	9	1
39725	2020-04-07	Bladen	North Carolina	37017	1	0
39726	2020-04-07	Brunswick	North Carolina	37019	26	1
39727	2020-04-07	Buncombe	North Carolina	37021	33	1
39728	2020-04-07	Burke	North Carolina	37023	29	2
39729	2020-04-07	Cabarrus	North Carolina	37025	81	2
39730	2020-04-07	Caldwell	North Carolina	37027	10	0
39731	2020-04-07	Carteret	North Carolina	37031	17	1
39732	2020-04-07	Caswell	North Carolina	37033	2	0
39733	2020-04-07	Catawba	North Carolina	37035	27	1
39734	2020-04-07	Chatham	North Carolina	37037	21	0
39735	2020-04-07	Cherokee	North Carolina	37039	9	1
39736	2020-04-07	Chowan	North Carolina	37041	1	0
39737	2020-04-07	Clay	North Carolina	37043	3	0
39738	2020-04-07	Cleveland	North Carolina	37045	23	0
39739	2020-04-07	Columbus	North Carolina	37047	13	1
39740	2020-04-07	Craven	North Carolina	37049	18	0
39741	2020-04-07	Cumberland	North Carolina	37051	62	0
39742	2020-04-07	Currituck	North Carolina	37053	3	0
39743	2020-04-07	Dare	North Carolina	37055	6	0
39744	2020-04-07	Davidson	North Carolina	37057	70	1
39745	2020-04-07	Davie	North Carolina	37059	20	2
39746	2020-04-07	Duplin	North Carolina	37061	7	0
39747	2020-04-07	Durham	North Carolina	37063	205	1
39748	2020-04-07	Edgecombe	North Carolina	37065	11	0
39749	2020-04-07	Forsyth	North Carolina	37067	105	2
39750	2020-04-07	Franklin	North Carolina	37069	17	0
39751	2020-04-07	Gaston	North Carolina	37071	58	2
39752	2020-04-07	Gates	North Carolina	37073	2	0
39753	2020-04-07	Granville	North Carolina	37077	76	0
39754	2020-04-07	Greene	North Carolina	37079	10	0
39755	2020-04-07	Guilford	North Carolina	37081	119	5
39756	2020-04-07	Halifax	North Carolina	37083	12	0
39757	2020-04-07	Harnett	North Carolina	37085	32	2
39758	2020-04-07	Haywood	North Carolina	37087	3	0
39759	2020-04-07	Henderson	North Carolina	37089	51	1
39760	2020-04-07	Hertford	North Carolina	37091	5	1
39761	2020-04-07	Hoke	North Carolina	37093	12	0
39762	2020-04-07	Iredell	North Carolina	37097	54	0
39763	2020-04-07	Johnston	North Carolina	37101	47	4
39764	2020-04-07	Lee	North Carolina	37105	4	0
39765	2020-04-07	Lenoir	North Carolina	37107	10	0
39766	2020-04-07	Lincoln	North Carolina	37109	11	0
39767	2020-04-07	Macon	North Carolina	37113	1	1
39768	2020-04-07	Martin	North Carolina	37117	4	0
39769	2020-04-07	McDowell	North Carolina	37111	10	0
39770	2020-04-07	Mecklenburg	North Carolina	37119	810	8
39771	2020-04-07	Mitchell	North Carolina	37121	2	0
39772	2020-04-07	Montgomery	North Carolina	37123	10	1
39773	2020-04-07	Moore	North Carolina	37125	10	0
39774	2020-04-07	Nash	North Carolina	37127	24	0
39775	2020-04-07	New Hanover	North Carolina	37129	47	0
39776	2020-04-07	Northampton	North Carolina	37131	51	0
39777	2020-04-07	Onslow	North Carolina	37133	23	1
39778	2020-04-07	Orange	North Carolina	37135	73	0
39779	2020-04-07	Pamlico	North Carolina	37137	3	0
39780	2020-04-07	Pasquotank	North Carolina	37139	9	0
39781	2020-04-07	Pender	North Carolina	37141	2	0
39782	2020-04-07	Perquimans	North Carolina	37143	2	0
39783	2020-04-07	Person	North Carolina	37145	7	0
39784	2020-04-07	Pitt	North Carolina	37147	44	0
39785	2020-04-07	Polk	North Carolina	37149	8	0
39786	2020-04-07	Randolph	North Carolina	37151	35	1
39787	2020-04-07	Richmond	North Carolina	37153	1	0
39788	2020-04-07	Robeson	North Carolina	37155	6	0
39789	2020-04-07	Rockingham	North Carolina	37157	8	1
39790	2020-04-07	Rowan	North Carolina	37159	62	2
39791	2020-04-07	Rutherford	North Carolina	37161	19	0
39792	2020-04-07	Sampson	North Carolina	37163	4	0
39793	2020-04-07	Scotland	North Carolina	37165	3	0
39794	2020-04-07	Stanly	North Carolina	37167	8	0
39795	2020-04-07	Stokes	North Carolina	37169	8	0
39796	2020-04-07	Surry	North Carolina	37171	10	0
39797	2020-04-07	Transylvania	North Carolina	37175	6	0
39798	2020-04-07	Union	North Carolina	37179	83	0
39799	2020-04-07	Vance	North Carolina	37181	12	0
39800	2020-04-07	Wake	North Carolina	37183	336	0
39801	2020-04-07	Warren	North Carolina	37185	3	0
39802	2020-04-07	Washington	North Carolina	37187	7	0
39803	2020-04-07	Watauga	North Carolina	37189	8	0
39804	2020-04-07	Wayne	North Carolina	37191	32	0
39805	2020-04-07	Wilkes	North Carolina	37193	4	1
39806	2020-04-07	Wilson	North Carolina	37195	36	2
39807	2020-04-07	Yadkin	North Carolina	37197	9	0
42271	2020-04-08	Alamance	North Carolina	37001	27	0
42272	2020-04-08	Alexander	North Carolina	37003	2	0
42273	2020-04-08	Alleghany	North Carolina	37005	2	0
42274	2020-04-08	Anson	North Carolina	37007	6	0
42275	2020-04-08	Ashe	North Carolina	37009	2	0
42276	2020-04-08	Beaufort	North Carolina	37013	9	0
42277	2020-04-08	Bertie	North Carolina	37015	10	1
42278	2020-04-08	Bladen	North Carolina	37017	1	0
42279	2020-04-08	Brunswick	North Carolina	37019	26	1
42280	2020-04-08	Buncombe	North Carolina	37021	33	1
42281	2020-04-08	Burke	North Carolina	37023	29	2
42282	2020-04-08	Cabarrus	North Carolina	37025	86	2
42283	2020-04-08	Caldwell	North Carolina	37027	10	0
42284	2020-04-08	Carteret	North Carolina	37031	18	1
42285	2020-04-08	Caswell	North Carolina	37033	2	0
42286	2020-04-08	Catawba	North Carolina	37035	28	1
42287	2020-04-08	Chatham	North Carolina	37037	24	0
42288	2020-04-08	Cherokee	North Carolina	37039	9	1
42289	2020-04-08	Chowan	North Carolina	37041	1	0
42290	2020-04-08	Clay	North Carolina	37043	3	0
42291	2020-04-08	Cleveland	North Carolina	37045	26	0
42292	2020-04-08	Columbus	North Carolina	37047	14	1
42293	2020-04-08	Craven	North Carolina	37049	19	0
42294	2020-04-08	Cumberland	North Carolina	37051	64	0
42295	2020-04-08	Currituck	North Carolina	37053	3	0
42296	2020-04-08	Dare	North Carolina	37055	7	0
42297	2020-04-08	Davidson	North Carolina	37057	73	1
42298	2020-04-08	Davie	North Carolina	37059	20	2
42299	2020-04-08	Duplin	North Carolina	37061	8	0
42300	2020-04-08	Durham	North Carolina	37063	236	1
42301	2020-04-08	Edgecombe	North Carolina	37065	12	0
42302	2020-04-08	Forsyth	North Carolina	37067	104	2
42303	2020-04-08	Franklin	North Carolina	37069	23	1
42304	2020-04-08	Gaston	North Carolina	37071	62	2
42305	2020-04-08	Gates	North Carolina	37073	3	0
42306	2020-04-08	Granville	North Carolina	37077	83	0
42307	2020-04-08	Greene	North Carolina	37079	10	0
42308	2020-04-08	Guilford	North Carolina	37081	122	8
42309	2020-04-08	Halifax	North Carolina	37083	12	0
42310	2020-04-08	Harnett	North Carolina	37085	34	2
42311	2020-04-08	Haywood	North Carolina	37087	3	0
42312	2020-04-08	Henderson	North Carolina	37089	50	2
42313	2020-04-08	Hertford	North Carolina	37091	4	1
42314	2020-04-08	Hoke	North Carolina	37093	13	0
42315	2020-04-08	Iredell	North Carolina	37097	57	1
42316	2020-04-08	Johnston	North Carolina	37101	51	4
42317	2020-04-08	Lee	North Carolina	37105	5	0
42318	2020-04-08	Lenoir	North Carolina	37107	11	0
42319	2020-04-08	Lincoln	North Carolina	37109	11	0
42320	2020-04-08	Macon	North Carolina	37113	1	1
42321	2020-04-08	Martin	North Carolina	37117	4	0
42322	2020-04-08	McDowell	North Carolina	37111	10	0
42323	2020-04-08	Mecklenburg	North Carolina	37119	830	10
42324	2020-04-08	Mitchell	North Carolina	37121	3	0
42325	2020-04-08	Montgomery	North Carolina	37123	10	1
42326	2020-04-08	Moore	North Carolina	37125	37	0
42327	2020-04-08	Nash	North Carolina	37127	24	1
42328	2020-04-08	New Hanover	North Carolina	37129	48	0
42329	2020-04-08	Northampton	North Carolina	37131	52	0
42330	2020-04-08	Onslow	North Carolina	37133	23	1
42331	2020-04-08	Orange	North Carolina	37135	81	0
42332	2020-04-08	Pamlico	North Carolina	37137	3	0
42333	2020-04-08	Pasquotank	North Carolina	37139	10	0
42334	2020-04-08	Pender	North Carolina	37141	2	0
42335	2020-04-08	Perquimans	North Carolina	37143	2	0
42336	2020-04-08	Person	North Carolina	37145	7	0
42337	2020-04-08	Pitt	North Carolina	37147	51	0
42338	2020-04-08	Polk	North Carolina	37149	8	0
42339	2020-04-08	Randolph	North Carolina	37151	37	2
42340	2020-04-08	Richmond	North Carolina	37153	1	0
42341	2020-04-08	Robeson	North Carolina	37155	6	0
42342	2020-04-08	Rockingham	North Carolina	37157	8	1
42343	2020-04-08	Rowan	North Carolina	37159	64	2
42344	2020-04-08	Rutherford	North Carolina	37161	25	0
42345	2020-04-08	Sampson	North Carolina	37163	5	0
42346	2020-04-08	Scotland	North Carolina	37165	3	0
42347	2020-04-08	Stanly	North Carolina	37167	8	0
42348	2020-04-08	Stokes	North Carolina	37169	8	0
42349	2020-04-08	Surry	North Carolina	37171	10	0
42350	2020-04-08	Transylvania	North Carolina	37175	6	0
42351	2020-04-08	Union	North Carolina	37179	87	0
42352	2020-04-08	Vance	North Carolina	37181	14	0
42353	2020-04-08	Wake	North Carolina	37183	363	0
42354	2020-04-08	Warren	North Carolina	37185	3	0
42355	2020-04-08	Washington	North Carolina	37187	8	1
42356	2020-04-08	Watauga	North Carolina	37189	8	0
42357	2020-04-08	Wayne	North Carolina	37191	34	0
42358	2020-04-08	Wilkes	North Carolina	37193	4	1
42359	2020-04-08	Wilson	North Carolina	37195	38	2
42360	2020-04-08	Yadkin	North Carolina	37197	9	0
