	Unnamed: 0	GeoArea_FIPS	GeoArea_Name	Economic_Measure_Code	Economic_Measure_Name	Measure_Name	Data_Period_Business_Key	Estimated_Value	Unit_of_Measure_Code
2691	2691	37001	Alamance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	55.0	Count
2692	2692	37003	Alexander	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	3.0	Count
2693	2693	37005	Alleghany	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	2.0	Count
2694	2694	37007	Anson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	18.0	Count
2695	2695	37009	Ashe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	4.0	Count
2696	2696	37013	Beaufort	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	16.0	Count
2697	2697	37015	Bertie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	27.0	Count
2698	2698	37017	Bladen	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	4.0	Count
2699	2699	37019	Brunswick	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	38.0	Count
2700	2700	37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	46.0	Count
2701	2701	37023	Burke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	77.0	Count
2702	2702	37025	Cabarrus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	228.0	Count
2703	2703	37027	Caldwell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	23.0	Count
2704	2704	37031	Carteret	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	21.0	Count
2705	2705	37033	Caswell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	9.0	Count
2706	2706	37035	Catawba	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	43.0	Count
2707	2707	37037	Chatham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	135.0	Count
2708	2708	37039	Cherokee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	14.0	Count
2709	2709	37041	Chowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	6.0	Count
2710	2710	37043	Clay	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	5.0	Count
2711	2711	37045	Cleveland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	45.0	Count
2712	2712	37047	Columbus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	66.0	Count
2713	2713	37049	Craven	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	36.0	Count
2714	2714	37051	Cumberland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	129.0	Count
2715	2715	37053	Currituck	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	2.0	Count
2716	2716	37055	Dare	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	11.0	Count
2717	2717	37057	Davidson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	103.0	Count
2718	2718	37059	Davie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	24.0	Count
2719	2719	37061	Duplin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	35.0	Count
2720	2720	37063	Durham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	438.0	Count
2721	2721	37065	Edgecombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	60.0	Count
2722	2722	37067	Forsyth	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	133.0	Count
2723	2723	37069	Franklin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	75.0	Count
2724	2724	37071	Gaston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	123.0	Count
2725	2725	37073	Gates	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	4.0	Count
2726	2726	37077	Granville	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	118.0	Count
2727	2727	37079	Greene	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	14.0	Count
2728	2728	37081	Guilford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	226.0	Count
2729	2729	37083	Halifax	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	34.0	Count
2730	2730	37085	Harnett	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	66.0	Count
2731	2731	37087	Haywood	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	5.0	Count
2732	2732	37089	Henderson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	129.0	Count
2733	2733	37091	Hertford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	11.0	Count
2734	2734	37093	Hoke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	30.0	Count
2735	2735	37097	Iredell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	89.0	Count
2736	2736	37099	Jackson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	3.0	Count
2737	2737	37101	Johnston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	122.0	Count
2738	2738	37103	Jones	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	9.0	Count
2739	2739	37105	Lee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	49.0	Count
2740	2740	37107	Lenoir	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	27.0	Count
2741	2741	37109	Lincoln	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	24.0	Count
2742	2742	37113	Macon	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	2.0	Count
2743	2743	37117	Martin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	11.0	Count
2744	2744	37111	McDowell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	20.0	Count
2745	2745	37119	Mecklenburg	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	1284.0	Count
2746	2746	37121	Mitchell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	5.0	Count
2747	2747	37123	Montgomery	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	18.0	Count
2748	2748	37125	Moore	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	67.0	Count
2749	2749	37127	Nash	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	68.0	Count
2750	2750	37129	New Hanover	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	62.0	Count
2751	2751	37131	Northampton	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	73.0	Count
2752	2752	37133	Onslow	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	33.0	Count
2753	2753	37135	Orange	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	195.0	Count
2754	2754	37137	Pamlico	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	6.0	Count
2755	2755	37139	Pasquotank	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	32.0	Count
2756	2756	37141	Pender	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	9.0	Count
2757	2757	37143	Perquimans	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	8.0	Count
2758	2758	37145	Person	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	17.0	Count
2759	2759	37147	Pitt	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	99.0	Count
2760	2760	37149	Polk	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	11.0	Count
2761	2761	37151	Randolph	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	82.0	Count
2762	2762	37153	Richmond	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	22.0	Count
2763	2763	37155	Robeson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	34.0	Count
2764	2764	37157	Rockingham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	20.0	Count
2765	2765	37159	Rowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	269.0	Count
2766	2766	37161	Rutherford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	80.0	Count
2767	2767	37163	Sampson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	23.0	Count
2768	2768	37165	Scotland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	15.0	Count
2769	2769	37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	22.0	Count
2770	2770	37169	Stokes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	11.0	Count
2771	2771	37171	Surry	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	12.0	Count
2772	2772	37175	Transylvania	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	7.0	Count
2773	2773	37177	Tyrrell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	4.0	Count
2774	2774	37179	Union	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	179.0	Count
2775	2775	37181	Vance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	36.0	Count
2776	2776	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	616.0	Count
2777	2777	37185	Warren	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	3.0	Count
2778	2778	37187	Washington	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	21.0	Count
2779	2779	37189	Watauga	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	8.0	Count
2780	2780	37191	Wayne	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	585.0	Count
2781	2781	37193	Wilkes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	5.0	Count
2782	2782	37195	Wilson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	121.0	Count
2783	2783	37197	Yadkin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-22	11.0	Count
2784	2784	37001	Alamance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	63.0	Count
2785	2785	37003	Alexander	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	4.0	Count
2786	2786	37005	Alleghany	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	2.0	Count
2787	2787	37007	Anson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	18.0	Count
2788	2788	37009	Ashe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	4.0	Count
2789	2789	37013	Beaufort	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	16.0	Count
2790	2790	37015	Bertie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	31.0	Count
2791	2791	37017	Bladen	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	4.0	Count
2792	2792	37019	Brunswick	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	39.0	Count
2793	2793	37021	Buncombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	49.0	Count
2794	2794	37023	Burke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	81.0	Count
2795	2795	37025	Cabarrus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	231.0	Count
2796	2796	37027	Caldwell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	26.0	Count
2797	2797	37031	Carteret	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	22.0	Count
2798	2798	37033	Caswell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	13.0	Count
2799	2799	37035	Catawba	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	46.0	Count
2800	2800	37037	Chatham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	156.0	Count
2801	2801	37039	Cherokee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	14.0	Count
2802	2802	37041	Chowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	6.0	Count
2803	2803	37043	Clay	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	5.0	Count
2804	2804	37045	Cleveland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	45.0	Count
2805	2805	37047	Columbus	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	74.0	Count
2806	2806	37049	Craven	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	37.0	Count
2807	2807	37051	Cumberland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	137.0	Count
2808	2808	37053	Currituck	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	2.0	Count
2809	2809	37055	Dare	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	12.0	Count
2810	2810	37057	Davidson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	107.0	Count
2811	2811	37059	Davie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	24.0	Count
2812	2812	37061	Duplin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	41.0	Count
2813	2813	37063	Durham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	459.0	Count
2814	2814	37065	Edgecombe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	62.0	Count
2815	2815	37067	Forsyth	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	139.0	Count
2816	2816	37069	Franklin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	77.0	Count
2817	2817	37071	Gaston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	126.0	Count
2818	2818	37073	Gates	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	6.0	Count
2819	2819	37077	Granville	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	123.0	Count
2820	2820	37079	Greene	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	14.0	Count
2821	2821	37081	Guilford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	240.0	Count
2822	2822	37083	Halifax	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	35.0	Count
2823	2823	37085	Harnett	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	72.0	Count
2824	2824	37087	Haywood	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	5.0	Count
2825	2825	37089	Henderson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	129.0	Count
2826	2826	37091	Hertford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	14.0	Count
2827	2827	37093	Hoke	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	34.0	Count
2828	2828	37097	Iredell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	90.0	Count
2829	2829	37099	Jackson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	3.0	Count
2830	2830	37101	Johnston	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	121.0	Count
2831	2831	37103	Jones	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	9.0	Count
2832	2832	37105	Lee	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	65.0	Count
2833	2833	37107	Lenoir	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	30.0	Count
2834	2834	37109	Lincoln	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	24.0	Count
2835	2835	37113	Macon	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	2.0	Count
2836	2836	37117	Martin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	12.0	Count
2837	2837	37111	McDowell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	20.0	Count
2838	2838	37119	Mecklenburg	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	1362.0	Count
2839	2839	37121	Mitchell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	5.0	Count
2840	2840	37123	Montgomery	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	19.0	Count
2841	2841	37125	Moore	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	67.0	Count
2842	2842	37127	Nash	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	68.0	Count
2843	2843	37129	New Hanover	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	66.0	Count
2844	2844	37131	Northampton	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	74.0	Count
2845	2845	37133	Onslow	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	33.0	Count
2846	2846	37135	Orange	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	199.0	Count
2847	2847	37137	Pamlico	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	6.0	Count
2848	2848	37139	Pasquotank	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	33.0	Count
2849	2849	37141	Pender	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	10.0	Count
2850	2850	37143	Perquimans	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	8.0	Count
2851	2851	37145	Person	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	19.0	Count
2852	2852	37147	Pitt	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	100.0	Count
2853	2853	37149	Polk	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	11.0	Count
2854	2854	37151	Randolph	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	97.0	Count
2855	2855	37153	Richmond	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	28.0	Count
2856	2856	37155	Robeson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	53.0	Count
2857	2857	37157	Rockingham	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	22.0	Count
2858	2858	37159	Rowan	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	290.0	Count
2859	2859	37161	Rutherford	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	92.0	Count
2860	2860	37163	Sampson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	25.0	Count
2861	2861	37165	Scotland	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	16.0	Count
2862	2862	37167	Stanly	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	24.0	Count
2863	2863	37169	Stokes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	11.0	Count
2864	2864	37171	Surry	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	12.0	Count
2865	2865	37175	Transylvania	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	7.0	Count
2866	2866	37177	Tyrrell	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	4.0	Count
2867	2867	37179	Union	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	186.0	Count
2868	2868	37181	Vance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	38.0	Count
2869	2869	37183	Wake	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	626.0	Count
2870	2870	37185	Warren	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	3.0	Count
2871	2871	37187	Washington	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	21.0	Count
2872	2872	37189	Watauga	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	8.0	Count
2873	2873	37191	Wayne	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	596.0	Count
2874	2874	37193	Wilkes	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	8.0	Count
2875	2875	37195	Wilson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	130.0	Count
2876	2876	37197	Yadkin	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-23	11.0	Count
2877	2877	37001	Alamance	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-24	73.0	Count
2878	2878	37003	Alexander	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-24	4.0	Count
2879	2879	37005	Alleghany	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-24	2.0	Count
2880	2880	37007	Anson	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-24	19.0	Count
2881	2881	37009	Ashe	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-24	4.0	Count
2882	2882	37013	Beaufort	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-24	16.0	Count
2883	2883	37015	Bertie	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-24	33.0	Count
2884	2884	37017	Bladen	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-24	6.0	Count
2885	2885	37019	Brunswick	NYTI_CNTY_COV01	COVID-19 Confirmed Cases	NYTI_CNTY_COV01	2020-04-24	39.0	Count
