GeoFIPS	GeoArea_Name	Economic_Measure_Name	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
 37103	Jones, NC	    Personal and laundry services	(D)	(D)	(D)	(D)	1612	1698	1321	957	988	(D)	1935	(D)	(D)	(D)	762	760	(D)	(D)	(D)
 37103	Jones, NC	    Religious, grantmaking, civic, professional, and similar organizations	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37103	Jones, NC	    Private households	229	215	230	242	(D)	(D)	(D)	(D)	(D)	215	230	228	233	262	265	(D)	223	262	269
 37103	Jones, NC	  Government and government enterprises	19575	20230	21853	23119	23942	24862	25729	26705	27114	25731	24637	24333	24881	28328	31165	32331	31604	33093	32548
 37103	Jones, NC	   Federal civilian	1206	1227	1267	1261	1355	1322	1470	1526	1411	1500	1432	1486	1510	1520	1594	2301	1585	1764	1681
 37103	Jones, NC	   Military	373	501	734	738	810	783	810	896	1000	956	946	862	794	723	676	713	672	717	730
 37103	Jones, NC	   State and local	17996	18502	19852	21120	21777	22757	23449	24283	24703	23275	22259	21985	22577	26085	28895	29317	29347	30612	30137
 37103	Jones, NC	    State government	2711	3149	3604	3994	4213	4191	4479	4496	4743	3560	3454	3601	3683	3182	3381	3391	3388	3331	3271
 37103	Jones, NC	    Local government	15285	15353	16248	17126	17564	18566	18970	19787	19960	19715	18805	18384	18894	22903	25514	25926	25959	27281	26866
 37105	Lee, NC	Personal income (thousands of dollars)	1329925	1364147	1371357	1474038	1563403	1650094	1774423	1839007	1793273	1819357	1944179	2025101	2010274	2072837	2202137	2249389	2338637	2495387	2596019
 37105	Lee, NC	Population (persons) 2/	49853	49313	49372	49747	51056	52642	54106	55822	57359	57877	58531	59240	59762	59401	59371	59646	60403	61208	61779
 37105	Lee, NC	Per capita personal income (dollars)	26677	27663	27776	29631	30621	31346	32795	32944	31264	31435	33216	34185	33638	34896	37091	37712	38717	40769	42021
 37105	Lee, NC	Earnings by place of work	1120618	1146215	1188884	1278503	1357691	1397845	1434313	1421503	1340899	1395230	1289341	1332467	1316112	1374255	1439882	1467425	1539709	1624682	1615203
 37105	Lee, NC	 Less: Contributions for government social insurance 3/	128344	130144	138175	147762	158508	162186	166299	166397	158844	163794	140978	143214	162548	168087	177304	179436	186076	192954	192960
 37105	Lee, NC	  Employee and self-employed contributions for government social insurance	66212	68464	70588	75227	80131	82270	85231	85107	82272	85242	64550	64843	83337	86645	91041	94308	99582	106451	106919
 37105	Lee, NC	  Employer contributions for government social insurance	62132	61680	67587	72535	78377	79916	81068	81290	76572	78552	76428	78371	79211	81442	86263	85128	86494	86503	86041
 37105	Lee, NC	 Plus: Adjustment for residence 4/	-105048	-114866	-136920	-152038	-177441	-188082	-173737	-149346	-135942	-172535	-25320	-39486	-22763	-40229	-59344	-36611	-51975	-30580	42958
 37105	Lee, NC	 Equals: Net earnings by place of residence	887226	901205	913789	978703	1021742	1047577	1094277	1105760	1046113	1058901	1123043	1149767	1130801	1165939	1203234	1251378	1301658	1401148	1465201
 37105	Lee, NC	 Plus: Dividends, interest, and rent 5/	215935	213142	201803	236145	258316	293128	340689	349875	304709	291119	342618	379818	373366	388322	433616	414371	428502	456032	463299
 37105	Lee, NC	 Plus: Personal current transfer receipts	226764	249800	255765	259190	283345	309389	339457	383372	442451	469337	478518	495516	506107	518576	565287	583640	608477	638207	667519
 37105	Lee, NC	 Wages and salaries	827987	843961	876905	963546	1012415	1047536	1076012	1065508	993161	1022868	957865	981569	971708	1002990	1062351	1087423	1142991	1214696	1205740
 37105	Lee, NC	 Supplements to wages and salaries	190864	200358	219305	239610	256007	264520	268388	272099	264147	278689	245843	259612	252211	267660	269432	272603	282878	291655	289113
 37105	Lee, NC	  Employer contributions for employee pension and insurance funds 6/	128732	138678	151718	167075	177630	184604	187320	190809	187575	200137	169415	181241	173000	186218	183169	187475	196384	205152	203072
 37105	Lee, NC	 Proprietors' income 7/	101767	101896	92674	75347	89269	85789	89913	83896	83591	93673	85633	91286	92193	103605	108099	107399	113840	118331	120350
 37105	Lee, NC	  Farm proprietors' income	14364	6842	4954	9655	18329	11402	11091	7878	3846	2074	-3293	5029	8669	11582	10957	7486	11376	5134	1810
 37105	Lee, NC	  Nonfarm proprietors' income	87403	95054	87720	65692	70940	74387	78822	76018	79745	91599	88926	86257	83524	92023	97142	99913	102464	113197	118540
 37105	Lee, NC	 Farm earnings	16121	8787	6775	11657	20334	13707	14067	10583	6094	3809	-1155	7670	11405	14291	13590	10613	14353	7592	4913
 37105	Lee, NC	 Nonfarm earnings	1104497	1137428	1182109	1266846	1337357	1384138	1420246	1410920	1334805	1391421	1290496	1324797	1304707	1359964	1426292	1456812	1525356	1617090	1610290
 37105	Lee, NC	  Private nonfarm earnings	982636	1012077	1051546	1129245	1191817	1233958	1260988	1243353	1164969	1218847	1119929	1154068	1132165	1187305	1243889	1269869	1328561	1411922	1400280
 37105	Lee, NC	   Forestry, fishing, and related activities	2658	2389	1971	1935	2021	2074	2029	2066	1878	2575	2818	3655	3546	3425	4057	4211	4609	(D)	(D)
 37105	Lee, NC	    Forestry and logging	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1669	2706
 37105	Lee, NC	    Fishing, hunting and trapping	32	31	67	53	51	7	54	18	1	-7	20	30	40	57	167	175	296	250	251
 37105	Lee, NC	    Support activities for agriculture and forestry	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	   Mining, quarrying, and oil and gas extraction	3687	3359	3349	3349	3554	3730	3827	3061	2732	3226	3971	3635	3604	3364	3954	4368	5172	(D)	(D)
 37105	Lee, NC	    Oil and gas extraction	-22	-22	46	23	33	0	1	72	74	35	588	241	60	10	4	3	2	18	17
 37105	Lee, NC	    Mining (except oil and gas)	3716	3389	3253	3302	3487	3730	3826	2985	2657	3188	3382	3369	3540	3348	3946	4361	5170	(D)	(D)
 37105	Lee, NC	    Support activities for mining	-7	-8	50	24	34	0	0	4	1	3	1	25	4	6	4	4	0	40	40
 37105	Lee, NC	   Utilities	17052	17295	17752	19012	18026	18799	18420	21836	21516	22309	19556	18373	16284	11126	11370	12466	12434	13806	14531
 37105	Lee, NC	   Construction	88288	86844	86833	66209	67322	70311	76842	73963	76400	74833	75906	62382	65771	72376	86200	96443	95955	97573	106160
 37105	Lee, NC	    Construction of buildings	24841	24720	23867	16270	14475	15011	16842	17193	19760	14580	16721	13840	14909	18746	21211	23734	24682	25581	26373
 37105	Lee, NC	    Heavy and civil engineering construction	14666	13479	14753	16281	17886	17059	17679	17094	13935	15074	13859	14000	14211	15035	17445	19879	22257	24168	29296
 37105	Lee, NC	    Specialty trade contractors	48781	48645	48213	33658	34961	38241	42321	39676	42705	45179	45326	34542	36651	38595	47544	52830	49016	47824	50491
 37105	Lee, NC	   Manufacturing	459783	465329	496094	547806	579869	589835	586364	561716	502777	530735	453470	462336	462161	472635	472938	487728	527533	563878	524970
 37105	Lee, NC	    Durable goods manufacturing	272634	268090	279279	289791	299406	289313	273022	205460	149654	152304	166520	181864	191784	206989	223246	235523	247741	278830	268982
 37105	Lee, NC	     Wood product manufacturing	9522	14057	13853	13488	11645	11694	6359	(D)	(D)	(D)	(D)	(D)	2854	2834	2490	2486	2780	3613	3192
 37105	Lee, NC	     Nonmetallic mineral product manufacturing	27063	25981	25628	27074	28734	27166	24105	16864	11684	7602	6785	6809	6310	6797	6531	6655	7942	9567	12016
 37105	Lee, NC	     Primary metal manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	     Fabricated metal product manufacturing	44605	44214	43850	46348	110616	103397	100012	53214	47995	44309	39253	38810	43455	45550	50000	63248	59386	65773	61214
 37105	Lee, NC	     Machinery manufacturing	61173	57959	60018	66547	73054	83284	88682	86160	61117	67394	86108	95881	97579	108649	118416	110534	122594	135010	134314
 37105	Lee, NC	     Computer and electronic product manufacturing	44352	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	     Electrical equipment, appliance, and component manufacturing	21186	7201	7011	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	     Motor vehicles, bodies and trailers, and parts manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	29616	31617	34037	40455	44516	52588	51529
 37105	Lee, NC	     Other transportation equipment manufacturing	30	-5	-4	-9	-43	(D)	(D)	(D)	(D)	(D)	(D)	27	36	56	69	88	56	-12	-12
 37105	Lee, NC	     Furniture and related product manufacturing	3269	4176	4543	4259	9616	5072	4987	4839	4255	4851	5519	6578	7060	6900	6460	6811	7549	9279	(D)
 37105	Lee, NC	     Miscellaneous manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	-318	-190	-132	-117
 37105	Lee, NC	    Nondurable goods manufacturing	187149	197239	216815	258015	280463	300522	313342	356256	353123	378431	286950	280472	270377	265646	249692	252205	279792	285048	255988
 37105	Lee, NC	     Food manufacturing	(D)	(D)	(D)	(D)	53622	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	     Beverage and tobacco product manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	     Textile mills	45774	37700	38290	41899	36222	42179	40200	40427	28714	36011	36365	34425	39109	36820	32749	31868	32622	33650	(D)
 37105	Lee, NC	     Textile product mills	3330	2215	(D)	(D)	(D)	(D)	(D)	(D)	4	35	84	201	(D)	(D)	(D)	0	0	(D)	(D)
 37105	Lee, NC	     Apparel manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	-2	(D)	(D)	(D)	1
 37105	Lee, NC	     Leather and allied product manufacturing	(D)	(D)	(D)	(D)	9	6	3	0	1	4	8	8	2	0	0	0	0	2	2
 37105	Lee, NC	     Paper manufacturing	45	53	7	4	0	7	7	41	0	-7	120	75	0	3	6	0	3	56	60
 37105	Lee, NC	     Printing and related support activities	3026	2856	3126	3142	3479	3847	4632	5475	6647	7206	8038	9261	7845	8899	9244	8610	8163	7120	7778
 37105	Lee, NC	     Petroleum and coal products manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	4	34	0	0	11	13
 37105	Lee, NC	     Chemical manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	241789	251153	259520	164048	157171	154265	156766	151283	159555	174303	175629	144336
 37105	Lee, NC	     Plastics and rubber products manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	84	64	2	35	76	3	3	46	54
 37105	Lee, NC	   Wholesale trade	50445	69645	70820	76403	80882	89200	101770	101298	94397	99855	73538	75388	70606	85529	88541	89022	89591	94116	94362
 37105	Lee, NC	   Retail trade	92134	79645	81483	82855	86976	84208	92608	93730	90949	88428	85033	90137	94394	95898	102727	105313	110867	118942	124555
 37105	Lee, NC	    Motor vehicle and parts dealers	22813	24918	27025	27871	29943	26137	27122	25363	22128	22965	23050	24667	27697	28297	28497	29802	32390	34111	34070
 37105	Lee, NC	    Furniture and home furnishings stores	2641	3505	3654	4630	1860	1630	1966	1966	1810	1866	1934	2018	2023	2056	2004	2054	1992	2179	2283
 37105	Lee, NC	    Electronics and appliance stores	905	1051	1101	550	755	731	612	782	747	714	765	771	1444	1576	1536	1455	1432	1481	1439
 37105	Lee, NC	    Building material and garden equipment and supplies dealers	7803	8516	9027	8728	9465	10855	12744	12063	11623	8431	7298	9509	9884	9950	10188	11483	12129	14936	19122
 37105	Lee, NC	    Food and beverage stores	10427	10529	10017	9535	10051	9269	9549	9499	9209	9719	8853	10008	10477	10544	11585	11819	12112	12504	13039
 37105	Lee, NC	    Health and personal care stores	3447	3666	4650	6042	7508	6988	7430	6657	6866	8374	8197	8373	8330	7521	8391	8603	8989	9220	9466
 37105	Lee, NC	    Gasoline stations	5467	5559	5719	4487	5413	5233	7428	9682	8924	7065	5603	5526	5610	5799	6069	6603	7850	9692	10405
 37105	Lee, NC	    Clothing and clothing accessories stores	3295	3020	3214	3239	3531	3488	3549	3316	2924	2493	2497	2800	2808	3139	3091	3053	3406	3170	3273
 37105	Lee, NC	    Sporting goods, hobby, musical instrument, and book stores	980	954	1027	1119	1176	876	898	1153	1113	872	740	791	770	1345	3711	3257	3554	3635	3939
 37105	Lee, NC	    General merchandise stores	9634	10300	10732	10477	11050	11145	13409	15925	17270	17231	17233	16934	16946	17986	19400	19493	18626	18402	17976
 37105	Lee, NC	    Miscellaneous store retailers	20819	4188	3727	3808	3942	5564	5400	5178	5324	5491	5562	5688	5476	4986	5340	4267	4328	4775	5187
 37105	Lee, NC	    Nonstore retailers	3903	3439	1590	2369	2282	2292	2501	2146	3011	3207	3301	3052	2929	2699	2915	3424	4059	4837	4356
 37105	Lee, NC	   Transportation and warehousing	15573	15872	16987	17043	16963	18032	20534	18376	16876	18951	21265	19586	15784	16513	21037	22085	27790	27418	28779
 37105	Lee, NC	    Air transportation	-10	-26	-20	-37	9	-3	895	735	530	812	(D)	568	522	(D)	(D)	(D)	309	787	836
 37105	Lee, NC	    Rail transportation	-56	-62	-22	83	89	167	184	311	197	185	223	186	119	-40	286	454	293	410	421
 37105	Lee, NC	    Water transportation	14	-90	-15	88	230	246	265	13	24	-50	-91	-90	8	-31	-23	-52	-16	67	64
 37105	Lee, NC	    Truck transportation	13752	13926	14124	(D)	12909	14161	15481	13876	11704	11569	12353	13222	11772	12394	11563	11524	11901	14509	15682
 37105	Lee, NC	    Transit and ground passenger transportation	272	301	445	488	478	604	(D)	887	882	1368	1339	1431	1081	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	    Pipeline transportation	23	-23	-11	-1	4	4	4	4	0	1	8	13	12	15	23	21	28	46	44
 37105	Lee, NC	    Scenic and sightseeing transportation	161	142	100	51	15	3	9	8	7	4	2	0	2	1	4	3	0	8	8
 37105	Lee, NC	    Support activities for transportation	(D)	(D)	(D)	625	(D)	(D)	1114	723	826	1452	1605	1494	1448	2108	3088	3496	9010	5173	5234
 37105	Lee, NC	    Couriers and messengers	315	75	628	687	1415	620	(D)	(D)	(D)	(D)	(D)	(D)	(D)	496	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	    Warehousing and storage	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	   Information	7735	8650	9334	10020	8790	9143	8971	8078	6082	6916	7274	6829	6143	6283	6684	7135	6709	7219	8594
 37105	Lee, NC	    Publishing industries (except Internet)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1977
 37105	Lee, NC	    Motion picture and sound recording industries	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	13	139	31	19	8	(D)	(D)	(D)	(D)
 37105	Lee, NC	    Broadcasting (except Internet)	554	554	721	925	740	790	790	842	843	977	1011	862	817	822	715	616	539	617	1326
 37105	Lee, NC	    Internet publishing and broadcasting 8/	1	2	4	2	0	0	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)
 37105	Lee, NC	    Telecommunications	5020	5878	6252	6263	5936	6177	6046	(D)	3956	(D)	(D)	(D)	(D)	(D)	4479	4529	4050	(D)	4511
 37105	Lee, NC	    Data processing, hosting, and related services	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2	0	(D)	(D)	28	(D)	(D)	(D)	(D)	(D)	52	(D)
 37105	Lee, NC	    Other information services 8/	1	2	4	1	0	1	0	0	0	29	(D)	(D)	76	16	25	45	61	146	155
 37105	Lee, NC	   Finance and insurance	15402	14486	14969	21013	23898	24327	25006	30194	32512	39626	28363	30731	27570	27053	26353	27243	29101	28038	28817
 37105	Lee, NC	    Monetary Authorities-central bank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 37105	Lee, NC	    Credit intermediation and related activities	11380	11658	11504	11941	16489	16297	16257	19502	22652	28269	14933	18599	15008	13838	12836	13286	14987	14571	14382
 37105	Lee, NC	    Securities, commodity contracts, and other financial investments and related activities	503	-734	-469	1386	1535	1789	2470	4190	3286	(D)	6715	6235	7035	7454	7167	7416	8408	(D)	(D)
 37105	Lee, NC	    Insurance carriers and related activities	3517	3561	3931	7231	5666	6210	6187	6346	6500	6715	6356	5828	5487	5683	6242	6537	5613	5237	6325
 37105	Lee, NC	    Funds, trusts, and other financial vehicles	2	1	3	455	208	31	92	156	74	(D)	359	69	40	78	108	4	93	(D)	(D)
 37105	Lee, NC	   Real estate and rental and leasing	10094	10680	11339	12384	12758	16458	11426	15269	10184	10271	10595	13794	17313	20738	20338	18209	14935	15573	17330
 37105	Lee, NC	    Real estate	7923	8385	9057	9987	9851	12638	7946	11409	6319	5165	5249	8962	14184	17319	15463	13646	10464	10377	11623
 37105	Lee, NC	    Rental and leasing services	2059	2187	2231	2369	2882	3809	3473	3857	3137	3692	3850	4228	2945	3300	4753	4479	4392	5136	5648
 37105	Lee, NC	    Lessors of nonfinancial intangible assets (except copyrighted works)	112	108	51	28	25	11	7	3	728	1414	1496	604	184	119	122	84	79	60	59
 37105	Lee, NC	   Professional, scientific, and technical services	(D)	(D)	22435	26180	29437	32952	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	42554	38786	42377	57628	63801
 37105	Lee, NC	   Management of companies and enterprises	(D)	(D)	24911	27383	32376	41013	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	16539	6390	5018	5752	9098
 37105	Lee, NC	   Administrative and support and waste management and remediation services	27644	33845	30385	42338	40723	35597	37311	38983	26945	33560	44035	57348	61461	73188	83141	90540	88215	98737	87349
 37105	Lee, NC	    Administrative and support services	27576	(D)	(D)	(D)	40237	35176	36859	38321	26065	32795	43552	57078	61195	(D)	82766	90141	(D)	97466	86254
 37105	Lee, NC	    Waste management and remediation services	68	(D)	(D)	(D)	486	421	452	662	880	765	483	270	266	(D)	375	399	(D)	1271	1095
 37105	Lee, NC	   Educational services	2689	3193	3591	3939	4122	5853	6421	6958	6564	6015	6509	6727	6422	6890	7117	7597	8397	7319	8183
 37105	Lee, NC	   Health care and social assistance	87638	90366	93723	102967	111349	118005	121042	127059	128803	131513	129751	138219	139734	147808	154226	151522	154123	154553	157502
 37105	Lee, NC	    Ambulatory health care services	46145	46734	49560	53167	60812	66937	65677	69676	68190	71024	72643	82198	81385	90351	75871	71925	72773	73963	75763
 37105	Lee, NC	    Hospitals	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	    Nursing and residential care facilities	12657	12663	11534	11892	12329	12569	13199	14798	15672	15652	15148	15094	15301	14335	31801	33784	33572	31944	35227
 37105	Lee, NC	    Social assistance	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	   Arts, entertainment, and recreation	5706	6252	5806	5437	5038	5170	5354	5361	5891	6560	6277	6160	6444	6660	7096	7095	6754	6761	6759
 37105	Lee, NC	    Performing arts, spectator sports, and related industries	1402	1558	1322	(D)	(D)	(D)	(D)	(D)	(D)	(D)	742	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	    Museums, historical sites, and similar institutions	-1	0	1	1	0	1	0	0	1	0	37	6	26	1	41	77	73	11	11
 37105	Lee, NC	    Amusement, gambling, and recreation industries	4305	4694	4483	(D)	(D)	(D)	(D)	(D)	(D)	(D)	5498	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37105	Lee, NC	   Accommodation and food services	21213	22385	22603	23658	27095	27598	26387	25456	27295	29308	30346	32258	34937	35196	38415	42494	46256	49261	49381
 37105	Lee, NC	    Accommodation	2907	2471	2683	1877	1597	2064	1795	1449	1439	1589	1909	1842	2167	2329	2144	2296	2500	2639	2815
 37105	Lee, NC	    Food services and drinking places	18306	19914	19920	21781	25498	25534	24592	24007	25856	27719	28437	30416	32770	32867	36271	40198	43756	46622	46566
 37105	Lee, NC	   Other services (except government and government enterprises)	33306	36715	37161	39314	40618	41653	41208	36899	37162	38296	39454	43398	45712	48196	50602	51222	52725	56522	59491
 37105	Lee, NC	    Repair and maintenance	10529	11307	10760	11553	12025	12084	11181	8925	9024	9277	10142	11553	12564	13048	14677	14772	14294	15898	16903
 37105	Lee, NC	    Personal and laundry services	9770	11453	10564	10810	11367	11202	10508	8463	8496	9504	9796	11233	12145	12994	13429	13605	14902	15820	16889
 37105	Lee, NC	    Religious, grantmaking, civic, professional, and similar organizations	11702	12714	14490	15528	15788	16821	17829	17701	17978	18052	17952	19061	19375	20318	20641	21105	21899	22870	23666
 37105	Lee, NC	    Private households	1305	1241	1347	1423	1438	1546	1690	1810	1664	1463	1564	1551	1628	1836	1855	1740	1630	1934	2033
 37105	Lee, NC	  Government and government enterprises	121861	125351	130563	137601	145540	150180	159258	167567	169836	172574	170567	170729	172542	172659	182403	186943	196795	205168	210010
 37105	Lee, NC	   Federal civilian	9176	9279	9720	10549	10911	11042	11734	12112	12420	13091	12172	12251	12217	13058	13835	13667	14142	14985	15194
 37105	Lee, NC	   Military	1809	2432	3606	3599	4085	4086	4326	4980	5613	5448	5365	4953	4706	4325	4068	4266	4207	4518	4750
 37105	Lee, NC	   State and local	110876	113640	117237	123453	130544	135052	143198	150475	151803	154035	153030	153525	155619	155276	164500	169010	178446	185665	190066
 37105	Lee, NC	    State government	24412	25385	(D)	27347	29467	30856	31529	32204	35764	36148	37200	36587	38217	37321	39176	40512	43771	46291	48499
 37105	Lee, NC	    Local government	86464	88255	(D)	96106	101077	104196	111669	118271	116039	117887	115830	116938	117402	117955	125324	128498	134675	139374	141567
 37107	Lenoir, NC	Personal income (thousands of dollars)	1486964	1487730	1521216	1577084	1634224	1677183	1794459	1881035	1880818	1911876	1999040	2101549	2069110	2096594	2120569	2141648	2230807	2260454	2335971
 37107	Lenoir, NC	Population (persons) 2/	59421	59293	59142	59088	59195	59203	59072	59398	59421	59488	59411	59114	58732	58255	57981	57240	56622	55990	55949
 37107	Lenoir, NC	Per capita personal income (dollars)	25024	25091	25721	26690	27607	28329	30377	31668	31652	32139	33648	35551	35230	35990	36574	37415	39398	40372	41752
 37107	Lenoir, NC	Earnings by place of work	1087912	1082674	1116477	1171857	1219552	1208073	1271981	1313052	1284395	1306028	1362404	1485273	1494036	1503769	1521664	1529234	1622359	1630924	1699038
 37107	Lenoir, NC	 Less: Contributions for government social insurance 3/	122987	124030	131042	136390	143219	142698	148827	150616	147733	147969	140972	147354	171331	172860	178944	180681	189607	193125	203750
 37107	Lenoir, NC	  Employee and self-employed contributions for government social insurance	64967	66027	68088	71575	74755	74798	78131	79911	79402	80765	67962	70273	91068	91306	94005	97050	103357	108027	112121
 37107	Lenoir, NC	  Employer contributions for government social insurance	58020	58003	62954	64815	68464	67900	70696	70705	68331	67204	73010	77081	80263	81554	84939	83631	86250	85098	91629
 37107	Lenoir, NC	 Plus: Adjustment for residence 4/	-76839	-79758	-91164	-103479	-117066	-109484	-119315	-128720	-124305	-130689	-157242	-185863	-206162	-211113	-218551	-221890	-250376	-264157	-277743
 37107	Lenoir, NC	 Equals: Net earnings by place of residence	888086	878886	894271	931988	959267	955891	1003839	1033716	1012357	1027370	1064190	1152056	1116543	1119796	1124169	1126663	1182376	1173642	1217545
 37107	Lenoir, NC	 Plus: Dividends, interest, and rent 5/	262855	254358	263043	257473	260157	271608	319529	322129	305923	304992	343413	338841	336067	347692	363436	370326	381819	395849	403959
 37107	Lenoir, NC	 Plus: Personal current transfer receipts	336023	354486	363902	387623	414800	449684	471091	525190	562538	579514	591437	610652	616500	629106	632964	644659	666612	690963	714467
 37107	Lenoir, NC	 Wages and salaries	798628	798473	820395	859842	881910	876519	913298	930288	892794	888832	942403	1004134	1020891	1024777	1063079	1086112	1156071	1205144	1254404
 37107	Lenoir, NC	 Supplements to wages and salaries	195235	194528	207637	222965	238678	236584	247212	245468	246566	248314	249105	271617	277230	290890	293209	294299	307741	316836	329392
 37107	Lenoir, NC	  Employer contributions for employee pension and insurance funds 6/	137215	136525	144683	158150	170214	168684	176516	174763	178235	181110	176095	194536	196967	209336	208270	210668	221491	231738	237763
 37107	Lenoir, NC	 Proprietors' income 7/	94049	89673	88445	89050	98964	94970	111471	137296	145035	168882	170896	209522	195915	188102	165376	148823	158547	108944	115242
 37107	Lenoir, NC	  Farm proprietors' income	17095	6013	3393	-762	8674	-1287	19767	34239	34895	38944	57892	81888	79225	83719	60122	38001	50023	14108	15207
 37107	Lenoir, NC	  Nonfarm proprietors' income	76954	83660	85052	89812	90290	96257	91704	103057	110140	129938	113004	127634	116690	104383	105254	110822	108524	94836	100035
 37107	Lenoir, NC	 Farm earnings	25087	14305	11595	8693	18503	10377	35234	48223	46505	47915	68959	95569	93417	97778	73781	54220	65465	26886	31257
 37107	Lenoir, NC	 Nonfarm earnings	1062825	1068369	1104882	1163164	1201049	1197696	1236747	1264829	1237890	1258113	1293445	1389704	1400619	1405991	1447883	1475014	1556894	1604038	1667781
 37107	Lenoir, NC	  Private nonfarm earnings	798908	802163	828587	873648	902223	886904	910216	930676	906590	926931	969074	1064504	1077083	1094304	1126968	1149219	1218511	1255767	1314245
 37107	Lenoir, NC	   Forestry, fishing, and related activities	(D)	(D)	(D)	(D)	5001	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37107	Lenoir, NC	    Forestry and logging	1444	1128	987	1194	(D)	1922	1433	1167	1137	2413	2458	3078	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37107	Lenoir, NC	    Fishing, hunting and trapping	(D)	286	206	50	26	4	51	32	2	-18	42	59	81	105	174	164	192	251	251
 37107	Lenoir, NC	    Support activities for agriculture and forestry	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	5041	5653	5891	6154	6337	7219	7962
 37107	Lenoir, NC	   Mining, quarrying, and oil and gas extraction	(D)	(D)	(D)	18	26	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37107	Lenoir, NC	    Oil and gas extraction	6	7	34	9	13	0	2	9	8	163	841	454	413	107	22	35	245	116	115
 37107	Lenoir, NC	    Mining (except oil and gas)	(D)	(D)	(D)	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37107	Lenoir, NC	    Support activities for mining	8	9	35	9	13	0	0	1	4	12	2	49	26	63	33	30	1	274	271
 37107	Lenoir, NC	   Utilities	3425	3878	1955	(D)	2045	2668	2590	3535	3107	3275	3066	2872	2499	2753	2887	2780	2813	3930	4486
