,Series ID	Region Name	Region Code	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
ATNHPIUS29091A	Howell County, MO	29091																		73.72	73.42	79.25	84.78	89.97	93.4	94.61	97.15	100	104.24	107.31	109.05	113.76	119.77	128.73	134.05	132.95	133.5	129.37	126.89	127.34	126.68	126.27	127.0	129.59	131.97	134.04	136.7
ATNHPIUS27057A	Hubbard County, MN	27057																										100	106.48	111.24	117.73	126.56	142.69	150.17	154.06	153.13	147.49	140.89	138.5	133.69	134.35	133.8	138.52	142.5	144.43	152.6	158.03
ATNHPIUS34017A	Hudson County, NJ	34017				27.54	28.85	36.3	34.98	36.92	42.04	49.29	59.2	74.08	83.75	93.2	92.96	90.42	83.45	83.34	81.68	77.07	73.92	77.23	81.16	85.51	90.51	100	111.23	124.44	137.11	158.38	186.99	213.55	216.8	208.82	179.24	167.44	161.4	153.41	158.22	164.69	175.35	188.99	205.84	224.68	234.76
ATNHPIUS08055A	Huerfano County, CO	8055																								91.14	90.49	100	105.71	109.18	109.35	112.89	113.29	123.51	124.84	131.82	133.2	117.45	115.14	118.23	118.01	118.28	126.54	123.85	137.39	155.12	163.98
ATNHPIUS46065A	Hughes County, SD	46065												58.5	60.32	62.58	60.11	61.71	65.14	66.89	73.86	82.32	85.13	86.5	89.63	94.69	96.05	100	106.27	109.73	112.44	117.97	125.31	133.92	136.98	140.16	142.46	141.51	142.19	146.43	150.28	153.96	161.96	166.95	171.98	174.34	177.41
ATNHPIUS06023A	Humboldt County, CA	6023		27.85	37.76	37.88	42.43	44.77	41.79	47.77	47.15	46.86	48.94	51.18	52.88	56.65	63.49	73.88	79.93	83.38	86.39	86.47	87.34	88.75	90.03	93.09	94.56	100	109.32	123.74	142.09	172.59	210.13	224.83	223.53	210.37	193.72	178.64	167.27	161.61	164.77	172.17	179.29	190.4	206.29	215.6	221.96
ATNHPIUS32013A	Humboldt County, NV	32013													69.06	77.65	80.65	84.61	85.86	90.83	92.5	98.72	107.69	110.63	114.54	114.31	110.92	100	103.6	100.3	107.29	116.08	130.47	150.12	168.46	169.66	160.24	160.38	160.48	167.99	179.75	175.86	174.7	174.57	182.06	189.14	201.71
ATNHPIUS19091A	Humboldt County, IA	19091																		66.11	71.7	68.8	77.55	81.25	87.01	90.48	96.7	100	101.91	104.59	103.14	105.06	108.0	112.35	113.49	115.08	117.66	113.15	113.54	115.66	118.48	118.97	127.77	128.19	140.22	145.72	149.87
ATNHPIUS47085A	Humphreys County, TN	47085																			67.41	72.73	80.7	80.45	87.57	91.48	98.19	100	105.88	107.05	111.44	111.85	122.32	126.51	132.4	131.9	131.73	125.63	125.1	121.95	124.9	123.82	132.21	139.83	146.12	150.62	156.88
ATNHPIUS48231A	Hunt County, TX	48231				55.76	64.54	68.51	64.51	75.62	80.76	87.89	83.44	87.17	87.66	81.13	78.83	82.09	80.19	82.84	81.73	82.21	82.18	84.22	85.78	86.59	93.05	100	103.64	106.33	109.88	113.46	118.48	120.82	124.82	121.69	120.8	120.21	118.41	115.9	120.33	129.25	135.63	147.29	162.95	177.08	186.38
ATNHPIUS34019A	Hunterdon County, NJ	34019			23.06	27.71	33.7	37.89	39.41	39.64	42.09	48.49	54.75	65.74	77.65	86.93	84.5	81.94	76.4	79.17	81.01	82.27	82.51	82.88	84.24	86.58	89.93	100	108.03	117.36	122.88	137.43	156.04	166.01	163.44	154.82	143.37	137.41	132.58	127.94	127.86	131.15	131.65	135.24	136.03	139.16	141.32
ATNHPIUS42061A	Huntingdon County, PA	42061																		0.0	74.7	76.93	78.25	86.78	83.78	90.31	91.56	100	100.78	100.59	107.51	107.14	117.14	131.37	131.32	131.74	134.32	132.61	128.73	135.44	132.46	135.29	139.02	136.58	143.53	144.0	151.08
ATNHPIUS18069A	Huntington County, IN	18069											49.3	51.62	51.64	62.25	64.53	64.78	66.2	67.86	70.65	75.04	81.91	83.9	89.64	93.04	95.66	100	102.3	103.04	103.85	105.34	107.61	108.86	107.88	108.34	105.44	105.48	102.98	102.85	104.76	105.91	109.42	112.73	116.42	123.06	125.23
ATNHPIUS26063A	Huron County, MI	26063												48.92	51.95	52.45	52.39	56.62	57.8	59.91	60.81	65.26	73.07	74.19	81.8	84.83	91.61	100	102.75	105.44	107.11	112.06	116.68	114.75	112.94	109.27	104.56	97.86	92.77	91.46	90.64	90.75	95.97	101.39	101.64	108.84	116.52
ATNHPIUS39077A	Huron County, OH	39077					44.21	45.14	0.0	0.0	47.7	49.12	51.13	52.65	54.01	56.48	61.99	61.82	65.46	66.59	68.97	73.63	79.06	83.81	89.12	92.2	94.91	100	104.76	108.38	109.47	112.72	113.44	114.08	114.0	108.04	107.57	103.48	99.81	98.21	97.49	100.95	102.15	105.91	107.41	110.47	115.43
ATNHPIUS48233A	Hutchinson County, TX	48233								92.59	88.68	81.43	85.86	87.96	83.92	85.81	85.74	88.75	87.01	88.07	90.6	90.18	91.21	91.9	97.25	96.26	99.41	100	100.63	103.99	102.02	100.41	108.68	117.17	128.2	134.61	139.11	138.62	136.77	143.85	143.03	144.28	153.0	154.98	160.29	163.44	168.74
ATNHPIUS22045A	Iberia Parish, LA	22045									80.49	85.13	68.01	65.26	63.52	54.04	65.35	61.88	65.54	66.85	66.71	70.94	76.51	82.55	88.96	93.0	96.31	100	103.79	106.26	110.27	114.71	120.29	131.72	136.48	142.12	140.06	137.46	137.44	135.23	138.35	140.24	144.25	143.78	142.07	141.69	145.64
ATNHPIUS22047A	Iberville Parish, LA	22047																		69.14	70.49	71.72	79.03	78.99	86.39	88.83	97.24	100	101.66	103.55	105.13	110.13	114.91	126.32	134.92	134.57	137.5	137.82	135.64	135.22	136.85	142.68	142.84	144.94	144.61	152.75	156.15
ATNHPIUS19093A	Ida County, IA	19093																								96.76	95.14	100	103.99	107.73	109.73	117.31	106.17	111.08	116.66	124.59	123.36	127.29	124.01	125.83	136.33	136.41	137.47	143.2	154.4	0.0	155.07
ATNHPIUS16049A	Idaho County, ID	16049																			77.92	86.33	94.71	97.63	99.08	100.77	106.81	100	104.41	107.33	106.98	109.83	120.78	139.68	160.47	161.07	156.16	144.0	134.21	137.35	133.29	137.19	146.63	140.02	154.61	158.48	173.4
ATNHPIUS06025A	Imperial County, CA	6025				45.67	51.89	57.12	58.46	69.96	58.59	64.44	64.14	69.15	67.95	66.69	72.45	77.01	80.65	84.64	86.66	87.21	89.23	90.71	91.16	93.22	96.12	100	108.15	114.27	123.51	144.59	187.69	212.94	205.14	157.21	111.54	106.03	107.92	107.1	117.09	134.08	145.22	156.65	166.72	177.69	183.17
ATNHPIUS05063A	Independence County, AR	5063												74.63	68.36	70.63	68.91	73.2	71.87	76.36	77.88	83.95	87.02	90.06	91.95	93.75	96.89	100	107.06	109.31	109.49	113.42	120.48	125.78	131.18	129.63	129.38	126.71	129.01	128.72	131.95	132.56	129.94	136.01	139.02	139.09	140.73
ATNHPIUS12061A	Indian River County, FL	12061	72.27	53.78	56.18	59.03	57.57	65.89	69.25	74.45	72.09	66.6	67.71	69.48	71.85	72.33	77.73	78.09	80.27	82.7	83.19	82.49	83.45	85.62	88.17	91.66	94.83	100	109.9	118.89	126.99	151.52	196.27	215.65	195.88	161.04	136.45	121.55	111.4	111.38	115.0	126.69	140.88	156.71	175.82	189.8	199.03
ATNHPIUS42063A	Indiana County, PA	42063												65.91	67.28	72.41	67.48	79.05	73.22	75.27	80.19	79.13	86.98	88.86	94.56	99.31	99.1	100	105.25	108.1	109.98	115.12	121.57	127.55	135.85	134.39	133.68	133.79	133.68	134.24	135.68	136.75	140.67	141.61	136.6	138.48	146.91
ATNHPIUS26065A	Ingham County, MI	26065	31.11	32.34	33.39	37.38	43.28	46.96	54.93	49.19	48.76	50.13	51.54	53.62	57.16	60.61	64.6	66.36	68.36	70.06	70.62	72.31	77.07	80.8	85.5	88.9	92.77	100	105.42	110.14	113.87	119.14	124.94	124.53	119.11	111.09	99.57	92.52	88.17	86.08	87.38	93.1	97.5	101.81	108.36	116.74	122.76
ATNHPIUS06027A	Inyo County, CA	6027			32.65	40.27	49.31	52.74	53.85	45.11	54.33	52.55	53.65	55.37	53.76	57.92	67.14	77.01	80.15	81.23	83.62	80.9	83.28	84.56	84.08	87.13	90.65	100	108.91	122.41	136.39	166.84	188.83	216.51	220.26	197.25	169.65	162.13	148.27	147.08	151.88	163.34	165.2	168.97	181.89	192.12	200.47
ATNHPIUS26067A	Ionia County, MI	26067					36.22	34.04	0.0	0.0	40.85	45.21	46.66	47.19	49.97	54.18	55.54	59.27	62.69	63.49	64.79	69.36	74.03	78.97	85.73	89.93	95.7	100	107.24	110.26	112.59	118.22	122.43	122.85	118.68	109.45	102.58	95.87	92.64	92.14	92.79	97.54	104.17	111.23	119.84	128.8	137.24
ATNHPIUS26069A	Iosco County, MI	26069					43.26	39.87	0.0	0.0	0.0	0.0	52.6	48.84	51.41	50.42	53.53	58.11	58.46	60.33	62.36	66.47	73.56	78.2	82.55	87.32	92.74	100	104.46	108.02	110.2	117.17	121.92	125.09	123.01	119.27	108.09	100.23	94.51	92.94	92.42	95.82	98.66	99.04	106.68	110.52	119.29
ATNHPIUS19095A	Iowa County, IA	19095																		65.48	69.75	75.55	79.12	84.7	87.0	90.08	98.03	100	105.82	108.28	110.96	116.21	121.48	122.8	126.17	126.01	127.22	124.7	125.88	124.37	128.3	130.34	132.04	137.32	140.65	145.98	151.86
ATNHPIUS55049A	Iowa County, WI	55049												46.01	47.35	47.5	52.2	56.29	58.36	59.92	62.82	66.28	77.04	81.39	87.19	91.17	96.58	100	103.38	107.28	109.31	115.53	125.66	132.69	136.23	133.8	129.42	125.65	122.57	122.1	122.05	122.77	124.51	130.33	136.26	146.19	152.98
ATNHPIUS37097A	Iredell County, NC	37097	30.46	33.46	33.56	38.74	40.64	45.56	44.18	43.53	50.78	53.17	55.24	58.28	60.98	63.42	66.78	70.25	72.27	73.95	76.15	78.25	80.63	85.08	88.58	92.72	95.87	100	104.37	106.53	107.64	110.57	115.04	124.9	132.75	135.02	130.07	119.12	114.44	111.01	113.06	116.67	121.28	125.72	131.08	138.42	144.95
ATNHPIUS26071A	Iron County, MI	26071																		66.51	67.53	71.41	76.66	80.65	88.18	91.49	96.33	100	107.2	107.65	111.89	122.28	129.1	131.86	135.14	137.9	134.04	129.85	121.88	121.18	119.95	123.85	119.68	119.9	124.85	120.82	131.86
ATNHPIUS49021A	Iron County, UT	49021												60.15	61.34	61.12	63.37	64.34	66.02	70.33	75.27	82.81	93.1	96.9	99.41	101.23	102.92	100	104.99	105.95	108.9	119.14	149.92	178.35	182.66	171.83	150.99	125.1	111.58	109.59	115.31	125.3	135.24	143.56	156.53	170.09	181.6
ATNHPIUS17075A	Iroquois County, IL	17075																	63.59	68.64	73.22	81.02	87.68	86.23	90.4	94.04	96.24	100	102.74	104.48	106.29	111.75	115.22	123.35	127.85	128.84	124.82	121.24	118.98	114.74	112.44	112.89	114.64	116.13	109.82	118.07	121.22
ATNHPIUS13155A	Irwin County, GA	13155																								87.71	98.18	100	99.63	101.8	106.28	105.08	115.21	124.65	127.71	119.37	124.28	121.28	122.32	113.36	111.97	118.22	114.52	127.97	120.68	137.43	143.44
ATNHPIUS26073A	Isabella County, MI	26073					45.94	50.05	50.06	0.0	0.0	52.03	51.81	52.54	53.49	58.21	58.51	63.8	64.63	66.09	66.67	70.07	76.01	81.38	86.27	88.67	94.12	100	103.76	106.52	109.63	117.82	125.52	127.04	123.8	121.91	117.8	107.13	109.96	109.02	108.69	112.85	113.57	115.82	119.82	124.21	132.81
ATNHPIUS27059A	Isanti County, MN	27059																	59.67	61.43	61.74	65.31	70.18	74.62	80.74	83.15	89.97	100	110.06	119.13	125.62	137.86	150.73	156.35	152.74	136.38	121.71	109.65	102.16	97.77	101.73	110.28	117.23	125.69	134.33	145.16	153.16
ATNHPIUS53029A	Island County, WA	53029		22.76	26.19	31.91	34.63	38.98	41.41	44.13	41.12	40.82	45.44	44.4	45.08	48.19	53.56	66.75	72.91	75.23	78.74	81.33	84.5	87.4	88.52	92.3	96.35	100	106.13	110.34	113.22	123.88	148.89	173.36	183.39	180.66	166.26	154.19	141.17	135.85	138.26	142.23	151.34	166.57	182.24	199.79	210.67
ATNHPIUS51093A	Isle of Wight County, VA	51093											65.39	64.58	69.63	72.58	75.84	78.85	78.49	81.71	81.04	83.88	88.19	87.82	90.53	93.79	96.92	100	104.03	110.93	116.33	133.23	162.89	182.27	188.57	185.66	176.01	169.08	161.37	156.3	153.99	156.0	157.17	158.04	165.6	170.87	175.42
ATNHPIUS27061A	Itasca County, MN	27061				46.11	51.08	52.26	0.0	0.0	53.99	0.0	56.64	56.96	56.51	53.89	59.16	62.46	64.85	66.61	70.24	75.11	79.99	81.61	86.93	91.04	92.4	100	107.62	114.03	118.14	126.44	140.22	151.64	157.68	156.42	153.77	146.53	143.41	142.23	143.11	142.59	142.46	145.1	145.43	148.26	150.67
ATNHPIUS28057A	Itawamba County, MS	28057																						84.55	87.18	90.28	101.0	100	104.02	106.33	107.51	112.87	112.9	123.52	123.98	128.07	128.46	121.02	125.87	122.53	126.72	128.71	125.67	132.97	137.35	144.26	143.6
ATNHPIUS12063A	Jackson County, FL	12063																		78.88	81.16	85.18	89.46	88.78	93.54	97.92	96.01	100	104.94	110.18	113.77	125.73	147.7	167.77	175.26	172.45	163.14	152.18	143.6	134.96	124.93	129.3	130.34	135.43	140.73	152.17	155.14
ATNHPIUS01071A	Jackson County, AL	1071																		72.5	75.51	79.96	82.92	83.77	90.02	92.53	94.08	100	105.17	107.17	110.22	114.26	119.87	130.6	134.04	133.78	135.87	131.64	132.16	129.58	131.95	130.25	131.91	131.48	136.08	142.21	142.56
ATNHPIUS22049A	Jackson Parish, LA	22049																				74.25	86.54	85.08	87.15	93.26	94.09	100	101.48	107.47	111.54	110.23	116.55	126.36	132.26	134.79	137.06	137.22	135.03	142.43	142.98	146.7	152.85	154.24	165.05	170.61	167.1
ATNHPIUS29095A	Jackson County, MO	29095	35.59	35.83	38.61	44.0	49.23	53.27	54.17	55.6	56.31	58.73	60.67	63.41	65.68	67.78	68.39	67.87	69.13	70.17	70.94	72.49	75.54	78.95	83.53	87.2	92.16	100	106.17	111.44	114.46	119.73	125.63	128.64	128.43	124.21	119.96	116.52	110.7	108.77	109.87	113.28	118.78	126.17	134.98	145.8	154.8
ATNHPIUS28059A	Jackson County, MS	28059									59.8	60.53	66.36	66.2	67.81	67.46	65.12	67.3	66.99	69.12	72.8	78.31	82.77	83.72	87.44	90.02	95.39	100	103.89	105.07	107.45	111.89	121.17	141.94	151.5	150.04	142.87	131.04	118.19	118.87	116.76	119.88	124.77	126.39	129.35	135.46	139.92
ATNHPIUS39079A	Jackson County, OH	39079												55.04	58.24	59.65	61.15	62.48	63.92	65.24	68.63	71.77	77.9	82.65	86.09	89.81	96.15	100	103.81	107.01	108.57	115.22	119.14	123.0	123.24	120.84	121.93	116.81	111.85	112.94	115.38	114.14	128.24	123.93	128.04	129.07	151.12
ATNHPIUS17077A	Jackson County, IL	17077												70.83	70.38	72.24	74.64	74.11	75.84	76.63	77.39	79.1	85.35	87.72	92.15	93.07	95.14	100	103.07	104.99	108.33	112.6	121.28	126.09	128.4	129.31	126.1	128.13	127.88	128.25	127.6	125.75	124.22	128.27	122.56	131.8	124.31
ATNHPIUS54035A	Jackson County, WV	54035																		67.17	68.24	72.87	82.07	80.12	85.64	94.93	95.3	100	104.22	104.74	107.34	108.34	114.7	114.66	120.5	117.55	117.83	115.55	112.85	114.89	118.78	119.08	120.33	125.52	121.37	126.41	133.38
ATNHPIUS19097A	Jackson County, IA	19097																		61.74	69.96	74.02	85.76	87.24	91.07	92.53	97.71	100	106.3	110.11	111.52	117.22	126.04	125.0	133.54	137.47	133.08	135.31	136.81	136.33	139.12	141.15	144.24	146.76	153.2	162.86	165.86
ATNHPIUS18071A	Jackson County, IN	18071					44.88	48.28	46.31	51.21	45.58	43.93	46.47	50.32	49.45	53.33	55.39	59.22	61.78	64.12	68.08	74.86	82.06	87.33	91.34	92.98	96.82	100	102.69	103.42	105.92	109.67	112.28	115.29	116.8	117.86	116.64	113.39	113.68	115.68	114.15	114.68	120.12	124.9	125.59	129.68	140.94
ATNHPIUS26075A	Jackson County, MI	26075		29.54	31.93	36.2	40.79	42.7	39.93	42.13	40.06	39.61	40.03	41.55	44.22	49.03	53.56	57.71	59.6	62.13	63.39	66.65	72.19	77.19	83.32	87.78	92.36	100	104.55	107.95	109.91	114.74	118.11	117.49	111.92	106.07	96.21	87.69	82.47	80.61	83.07	88.68	93.54	97.21	104.42	111.1	117.41
ATNHPIUS47087A	Jackson County, TN	47087																								93.0	96.74	100	103.85	100.64	101.92	106.42	115.24	119.81	130.6	129.87	127.01	118.71	124.49	118.88	120.69	123.98	122.71	127.79	128.62	143.93	151.38
ATNHPIUS37099A	Jackson County, NC	37099																						77.78	84.86	85.06	89.88	100	104.78	108.18	113.75	119.46	132.1	146.81	155.4	159.41	155.25	144.13	139.23	130.16	129.63	131.46	131.3	129.74	131.9	139.62	148.64
ATNHPIUS20085A	Jackson County, KS	20085																			73.91	78.5	81.82	85.06	86.09	93.06	94.88	100	103.83	106.03	107.76	110.52	118.11	126.18	127.44	128.21	125.81	126.21	124.05	123.55	125.65	127.88	131.3	133.62	137.41	138.02	143.2
ATNHPIUS40065A	Jackson County, OK	40065																	0.0	85.88	95.13	93.06	96.81	98.47	98.39	104.05	97.19	100	102.02	102.07	105.99	109.12	111.37	126.93	129.27	137.6	138.59	136.86	136.68	134.4	133.28	135.42	139.7	140.4	134.55	139.54	146.31
ATNHPIUS55053A	Jackson County, WI	55053																							89.6	93.09	94.94	100	105.04	109.0	110.16	121.01	131.03	135.77	141.9	140.31	138.99	132.85	132.86	131.82	132.36	127.66	133.7	138.32	144.26	156.53	159.74
ATNHPIUS27063A	Jackson County, MN	27063																							100.78	97.69	108.31	100	108.57	113.2	118.88	127.09	129.19	140.29	142.14	141.34	140.1	138.81	137.84	138.75	140.93	146.89	145.39	161.35	165.67	162.79	163.68
ATNHPIUS13157A	Jackson County, GA	13157																		66.74	66.77	72.69	75.52	79.54	83.91	88.49	94.09	100	106.66	108.57	111.28	114.98	120.52	125.86	130.28	126.08	118.47	102.43	94.02	89.0	91.22	101.62	109.44	114.57	122.72	131.68	140.68
ATNHPIUS41029A	Jackson County, OR	41029	22.93	24.89	30.58	36.61	41.1	41.63	44.31	42.95	42.62	41.94	45.91	44.07	44.81	46.02	52.11	58.64	62.5	65.48	69.34	74.23	79.86	82.71	85.51	88.44	92.7	100	107.73	114.34	122.0	144.41	179.09	198.06	192.46	173.55	149.56	131.72	119.68	116.39	125.73	139.99	148.23	160.99	174.9	186.78	194.88
ATNHPIUS05067A	Jackson County, AR	5067																			81.95	78.75	0.0	93.73	86.21	95.64	86.06	100	94.25	98.11	99.07	98.5	103.46	107.33	110.78	113.4	114.73	111.08	110.87	113.39	110.94	113.21	109.5	114.69	113.49	112.93	122.04
ATNHPIUS51095A	James City County, VA	51095				35.0	42.28	45.71	47.6	52.93	49.62	58.68	62.44	66.9	72.3	76.52	79.76	81.13	81.34	82.85	84.1	84.4	86.55	89.01	89.85	93.33	95.36	100	104.88	109.98	115.47	130.91	159.0	178.15	187.01	184.71	171.99	164.79	155.38	150.77	153.87	156.1	161.77	165.23	168.17	169.58	174.16
ATNHPIUS18073A	Jasper County, IN	18073															56.06	63.76	66.23	68.84	71.57	77.42	82.32	86.22	90.0	92.34	95.8	100	102.94	102.68	104.97	107.02	111.22	119.3	122.9	121.1	116.89	112.54	111.18	110.26	112.48	114.09	118.48	118.49	123.76	128.69	136.26
ATNHPIUS19099A	Jasper County, IA	19099											54.85	51.95	55.62	55.01	60.72	65.11	65.33	66.87	68.9	71.97	77.51	81.68	87.89	90.57	95.5	100	104.39	107.92	110.22	114.32	117.55	116.97	116.55	116.72	116.58	113.36	110.91	109.78	110.31	113.3	113.99	116.67	125.36	128.53	135.69
ATNHPIUS48241A	Jasper County, TX	48241																			81.83	84.57	86.26	91.75	92.17	95.83	90.72	100	100.99	99.76	103.88	106.53	109.66	119.89	127.35	135.08	132.89	128.55	129.31	132.29	124.5	129.87	127.49	129.98	134.2	142.95	144.43
ATNHPIUS29097A	Jasper County, MO	29097		43.51	40.88	44.14	59.81	53.69	56.78	0.0	54.48	61.09	62.13	68.54	65.55	70.03	70.63	71.69	72.86	74.38	77.53	82.8	87.36	90.67	93.47	97.05	97.83	100	106.71	109.68	112.71	115.96	120.32	124.47	125.6	125.83	124.46	122.16	123.55	126.9	125.92	127.41	128.93	132.52	132.63	138.68	143.19
ATNHPIUS13159A	Jasper County, GA	13159																						76.96	81.22	85.78	91.16	100	106.89	110.36	111.66	119.7	128.07	131.28	134.27	135.57	128.13	109.45	100.65	89.6	95.24	97.6	107.61	112.06	116.39	134.25	140.9
ATNHPIUS18075A	Jay County, IN	18075												51.29	0.0	50.81	59.34	0.0	59.88	66.47	64.48	67.59	78.81	82.34	81.36	91.63	93.04	100	99.9	102.17	101.76	106.01	105.46	108.42	111.61	113.09	106.37	103.53	102.51	103.97	102.59	103.63	106.24	109.1	122.4	120.92	130.37
ATNHPIUS13161A	Jeff Davis County, GA	13161																									107.48	100	106.92	102.01	110.76	109.72	117.96	128.85	128.77	128.07	129.99	119.17	115.32	105.85	105.24	111.51	111.24	136.38	109.5	116.82	125.57
ATNHPIUS47089A	Jefferson County, TN	47089																	66.02	68.79	70.57	75.11	81.12	82.8	86.16	91.86	94.22	100	103.87	105.55	108.78	112.51	122.0	133.76	139.71	139.47	136.0	125.38	123.6	123.57	122.12	122.56	126.22	130.47	130.6	138.8	150.82
ATNHPIUS20087A	Jefferson County, KS	20087																		67.76	70.63	77.46	77.93	87.14	90.06	90.65	94.87	100	104.36	109.26	112.06	119.32	125.28	128.43	130.94	131.99	129.76	124.02	124.45	121.03	120.21	122.04	127.84	131.39	138.54	145.13	155.37
ATNHPIUS53031A	Jefferson County, WA	53031					31.91	43.54	46.33	0.0	43.68	42.0	46.05	45.83	46.35	46.61	54.13	66.51	71.3	74.77	79.11	80.93	85.29	85.79	89.04	90.44	94.23	100	106.1	111.3	116.6	129.57	155.19	179.92	189.9	188.47	173.55	160.11	149.27	140.08	142.58	148.65	157.18	173.45	189.61	206.5	219.61
ATNHPIUS41031A	Jefferson County, OR	41031																	59.45	62.31	67.54	75.11	81.47	85.41	88.92	91.99	92.57	100	103.28	105.64	109.41	113.62	129.15	162.39	173.75	157.34	134.89	112.99	102.31	100.89	104.74	110.42	125.53	144.1	160.71	178.49	193.18
ATNHPIUS54037A	Jefferson County, WV	54037															76.94	83.31	81.43	84.41	85.43	87.25	86.17	87.52	88.5	92.46	96.1	100	106.43	115.68	122.25	143.27	170.19	188.39	180.64	160.0	137.92	124.64	121.8	118.24	122.82	131.57	134.59	135.04	138.98	150.33	153.82
ATNHPIUS16051A	Jefferson County, ID	16051																65.42	67.93	71.0	75.5	81.29	84.2	88.66	93.06	95.95	98.51	100	105.26	106.51	108.25	116.13	126.49	139.96	152.12	155.4	146.52	136.0	131.13	127.02	129.45	131.5	138.48	148.55	161.62	174.77	199.98
ATNHPIUS05069A	Jefferson County, AR	5069		52.35	56.32	63.1	81.44	81.66	82.47	83.48	79.74	83.13	81.5	87.78	88.35	82.07	81.68	86.25	80.97	84.99	84.99	84.53	87.8	92.05	92.78	95.02	98.89	100	103.51	105.5	108.23	112.68	119.71	125.39	127.82	130.89	127.99	128.29	121.63	121.35	119.3	121.83	121.42	123.42	127.81	123.09	133.13
ATNHPIUS08059A	Jefferson County, CO	8059	20.7	23.04	25.01	30.9	35.7	38.82	42.62	46.97	47.77	49.52	49.57	50.39	49.76	48.21	48.15	48.99	50.65	53.56	57.97	63.67	69.29	72.14	76.07	79.97	86.72	100	108.39	113.65	114.47	118.01	122.1	124.1	122.72	121.12	119.5	117.11	114.26	115.63	123.51	136.97	151.29	168.47	184.55	199.88	208.71
ATNHPIUS48245A	Jefferson County, TX	48245	41.72	44.94	53.25	59.4	65.01	72.62	76.31	79.11	81.88	81.15	77.18	75.25	71.67	68.03	71.64	74.52	78.18	82.43	84.7	85.18	85.63	87.6	89.55	93.2	96.79	100	104.42	108.1	111.34	116.07	120.14	129.53	140.93	144.53	145.46	142.46	138.84	137.8	138.2	139.95	145.34	152.45	157.38	168.06	175.45
ATNHPIUS36045A	Jefferson County, NY	36045											60.51	68.11	84.94	90.63	88.32	88.18	87.06	88.37	90.96	90.91	88.01	90.75	90.38	95.71	95.84	100	103.13	107.75	112.02	120.74	140.72	159.23	169.95	172.69	173.35	179.62	175.2	181.8	183.12	178.45	184.29	179.06	173.55	181.44	188.21
ATNHPIUS13163A	Jefferson County, GA	13163																								91.79	91.93	100	102.0	106.73	105.92	116.37	118.38	133.39	125.93	127.72	130.45	121.01	120.24	111.68	109.97	108.91	125.31	122.39	125.15	122.34	137.49
ATNHPIUS01073A	Jefferson County, AL	1073	33.16	35.88	39.31	44.02	48.13	48.49	51.91	49.31	51.65	55.54	56.86	59.89	62.46	64.79	66.38	68.15	70.35	72.22	74.94	78.51	82.59	85.92	89.2	92.79	95.89	100	104.42	107.54	110.45	116.21	124.36	131.95	134.53	135.15	130.91	123.24	118.72	117.2	117.06	120.33	125.25	130.29	135.66	143.1	149.88
ATNHPIUS19101A	Jefferson County, IA	19101											77.45	76.71	72.19	61.15	76.77	83.01	85.31	86.11	91.55	89.96	88.11	94.3	99.85	100.9	98.61	100	102.91	106.43	104.63	106.4	108.88	109.73	114.55	118.78	118.45	120.38	121.04	122.33	126.1	131.18	137.73	138.64	142.81	141.26	149.03
ATNHPIUS22051A	Jefferson Parish, LA	22051	31.48	34.36	37.17	42.79	51.15	58.32	64.21	62.84	64.49	66.6	64.62	65.42	63.15	60.52	60.56	60.7	62.39	65.92	69.3	73.69	77.26	81.96	86.78	91.1	95.55	100	104.98	108.51	113.03	120.87	130.17	142.61	147.28	142.24	136.95	132.39	129.48	129.87	131.15	132.06	137.35	144.99	149.57	153.91	161.15
ATNHPIUS55055A	Jefferson County, WI	55055					40.2	40.46	41.83	29.56	41.56	43.89	45.39	46.0	47.77	48.61	52.14	54.33	57.35	60.13	64.09	71.82	79.58	83.43	88.13	90.39	94.24	100	104.54	107.92	111.57	119.28	129.67	136.04	138.25	136.73	131.22	126.21	120.99	118.68	118.36	119.06	123.29	128.04	134.53	140.75	149.04
ATNHPIUS31095A	Jefferson County, NE	31095																								89.73	95.59	100	102.53	100.82	105.15	113.49	110.44	126.77	109.96	106.2	109.67	111.88	112.15	112.82	123.32	125.82	109.99	145.59	148.44	139.76	140.42
ATNHPIUS30043A	Jefferson County, MT	30043																			74.16	78.32	85.97	91.47	96.15	97.37	98.68	100	105.37	107.46	109.92	116.94	131.83	149.53	164.98	162.44	160.27	150.15	146.94	147.97	154.1	159.93	162.22	162.98	169.29	181.0	187.65
ATNHPIUS39081A	Jefferson County, OH	39081												55.14	56.12	59.86	60.91	63.14	68.9	70.0	74.84	76.3	80.24	86.65	90.52	93.34	94.5	100	104.8	107.42	109.12	111.42	116.48	117.73	117.84	118.39	115.32	111.62	111.74	109.45	110.45	111.93	116.5	120.12	120.7	122.12	138.78
